cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1262-00-1046448-0-E,720,Total Adjudicado:,"194.200,00",Total Recepcionado:,"194.200,00",,
20-0417-09-1082519-1-1,721,Total Referencial:,"100.000,00",Total Adjudicado:,"100.000,00",Total Recepcionado:,"100.000,00"
21-0432-00-1142806-1-1,722,Total Referencial:,"49,997.00",Total Recepcionado:,"44,731.80",,
20-1206-00-1092751-1-1,723,Total Referencial:,"48.880,00",Total Recepcionado:,"48.880,00",,
20-0417-03-1041354-1-1,724,Total Referencial:,"600.000,00",Total Adjudicado:,"600.000,00",,
20-1301-00-1087537-1-1,725,Total Referencial:,"58.100,00",Total Recepcionado:,"58.100,00",,
20-1607-00-1095694-1-1,726,Total Referencial:,"95.040,00",Total Recepcionado:,"91.850,00",,
20-1703-00-1048754-0-E,727,Total Adjudicado:,"49.250,00",Total Recepcionado:,"49.250,00",,
21-1201-00-1173153-1-1,728,Total Referencial:,"49.000,00",Total Recepcionado:,"49.000,00",,
20-0411-00-1052113-0-E,729,Total Adjudicado:,"1.343.968,00",,,,
20-0411-00-1064622-1-1,730,Total Referencial:,"260.000,00",Total Adjudicado:,"260.000,00",Total Recepcionado:,"260.000,00"
21-0660-12-1167277-1-1,731,Total Referencial:,"27.950,00",Total Recepcionado:,"10.123,00",,
21-0411-00-1143818-1-1,732,Total Referencial:,"126.000,00",Total Recepcionado:,"120.000,00",,
20-1302-00-1049796-0-E,733,Total Adjudicado:,"74.868,00",Total Recepcionado:,"74.868,00",,
21-0417-06-1156736-1-1,734,Total Referencial:,"126,000.00",Total Adjudicado:,"125,970.00",Total Recepcionado:,"125,970.00"
20-0170-00-1052641-0-E,735,Total Adjudicado:,"35.100,00",Total Recepcionado:,"35.100,00",,
20-0901-02-1098531-1-1,736,Total Referencial:,"34,344.00",Total Recepcionado:,"34,344.00",,
20-0138-00-1087718-1-1,737,Total Referencial:,"156,600.00",Total Adjudicado:,"138,399.00",Total Recepcionado:,"138,399.00"
20-1337-00-1065288-1-1,738,Total Referencial:,"119.200,00",Total Adjudicado:,"100.020,00",Total Recepcionado:,"100.020,00"
20-0417-03-1039047-0-E,739,Total Adjudicado:,"117.500,00",Total Recepcionado:,"117.500,00",,
20-1206-00-1049028-0-E,740,Total Adjudicado:,"45.000,00",Total Recepcionado:,"45.000,00",,
20-1304-00-1052598-0-E,741,Total Adjudicado:,"52.000,00",Total Recepcionado:,"52.000,00",,
20-0906-03-1093941-1-1,742,Total Referencial:,"199.940,00",Total Adjudicado:,"147.648,00",Total Recepcionado:,"147.648,00"
21-0901-02-1151441-1-2,743,Total Referencial:,"122.512,00",Total Recepcionado:,"107.692,00",,
20-1201-00-1042801-0-E,744,Total Adjudicado:,"74.448,00",Total Recepcionado:,"74.448,00",,
20-1305-00-1050247-0-E,745,Total Adjudicado:,"44.277,00",,,,
20-1301-00-1086223-1-1,746,Total Referencial:,"24.600,00",Total Recepcionado:,"24.300,00",,
21-1205-00-1178370-1-1,747,Total Referencial:,"29.991,00",Total Recepcionado:,"29.991,00",,
20-0382-00-1052802-1-1,748,Total Referencial:,"24.817.500,00",Total Adjudicado:,"5.595.000,00",Total Recepcionado:,"5.595.000,00"
20-1605-00-1039062-0-E,749,Total Adjudicado:,"127.050,00",Total Recepcionado:,"127.050,00",,
20-1118-00-1044186-0-E,750,Total Adjudicado:,"28.800,00",Total Recepcionado:,"28.800,00",,
21-0432-00-1108847-1-1,751,Total Referencial:,"49,300.00",Total Recepcionado:,"49,300.00",,
20-1514-00-1049309-4-2,752,Total Referencial:,"383.000,00",Total Adjudicado:,"335.900,00",Total Recepcionado:,"335.900,00"
20-0417-06-1094741-1-1,753,Total Referencial:,"49.500,00",Total Recepcionado:,"38.250,00",,
20-1312-00-1051509-0-E,754,Total Adjudicado:,"26.000,00",Total Recepcionado:,"26.000,00",,
20-1304-00-1049207-0-E,755,Total Adjudicado:,"240.000,00",Total Recepcionado:,"240.000,00",,
20-1206-00-1041878-0-E,756,Total Adjudicado:,"34.740,00",Total Recepcionado:,"34.740,00",,
21-0417-06-1128258-1-1,757,Total Referencial:,"32,000.00",Total Recepcionado:,"29,000.00",,
21-0417-06-1122867-1-3,758,Total Referencial:,"275,000.00",Total Adjudicado:,"57,750.00",Total Recepcionado:,"57,750.00"
20-0417-04-1097486-1-1,759,Total Referencial:,"1,000,000.00",Total Recepcionado:,"1,000,000.00",,
20-1314-00-1044086-0-E,760,Total Adjudicado:,"28.000,00",Total Recepcionado:,"28.000,00",,
20-1331-00-1040706-0-E,761,Total Adjudicado:,"115.018,00",Total Recepcionado:,"115.018,00",,
20-1605-00-1038766-0-E,762,Total Adjudicado:,"26.352,00",Total Recepcionado:,"26.352,00",,
21-1803-00-1184206-1-1,763,Total Referencial:,"43.500,00",Total Recepcionado:,"43.500,00",,
21-0951-00-1153509-1-1,764,Total Referencial:,"40,000.00",Total Recepcionado:,"39,400.00",,
20-1334-00-1098024-1-1,765,Total Referencial:,"77.205,85",Total Adjudicado:,"75.172,75",Total Recepcionado:,"75.172,75"
20-0015-01-1039760-0-E,766,Total Adjudicado:,"600.000,00",Total Recepcionado:,"600.000,00",,
20-1402-00-1049257-0-E,767,Total Adjudicado:,"128.200,00",Total Recepcionado:,"128.200,00",,
20-1721-00-1069017-1-1,768,Total Referencial:,"215,513.79",Total Adjudicado:,"210,605.27",,
20-1201-00-1040210-0-E,769,Total Adjudicado:,"220.350,00",,,,
20-1124-00-1089082-1-1,770,Total Referencial:,"28.000,00",Total Recepcionado:,"20.000,00",,
20-1606-00-1048807-0-E,771,Total Adjudicado:,"620.180,00",Total Recepcionado:,"620.180,00",,
20-0046-28-1046108-0-E,772,Total Adjudicado:,"47.500,00",Total Recepcionado:,"47.500,00",,
20-0901-02-1078664-1-1,773,Total Referencial:,"100,000.00",Total Adjudicado:,"99,000.00",Total Recepcionado:,"99,000.00"
20-4601-00-1043067-0-E,774,Total Adjudicado:,"49.341,00",Total Recepcionado:,"49.341,00",,
21-0138-00-1125896-1-1,775,Total Referencial:,"49.560,00",Total Recepcionado:,"49.560,00",,
20-1304-00-1052625-0-E,776,Total Adjudicado:,"86.595,00",Total Recepcionado:,"86.595,00",,
20-1342-00-1090673-1-1,777,Total Referencial:,"48.793,00",Total Recepcionado:,"43.004,00",,
20-1907-00-1096287-1-1,778,Total Referencial:,"725,295.00",Total Recepcionado:,"725,295.00",,
21-1702-00-1129074-1-1,779,Total Referencial:,"48.380,70",Total Recepcionado:,"21.687,90",,
20-1803-00-1051493-0-E,780,Total Adjudicado:,"49.710,00",Total Recepcionado:,"49.710,00",,
20-1605-00-1052088-0-E,781,Total Adjudicado:,"36.000,00",Total Recepcionado:,"36.000,00",,
20-1342-00-1061190-1-1,782,Total Referencial:,"138.199,00",Total Adjudicado:,"101.351,00",Total Recepcionado:,"101.351,00"
20-1301-00-1047410-0-E,783,Total Adjudicado:,"357.500,00",Total Recepcionado:,"357.500,00",,
20-1508-00-1048496-0-E,784,Total Adjudicado:,"28.055,00",Total Recepcionado:,"28.055,00",,
20-0132-00-1045800-0-E,785,Total Adjudicado:,"26.250,00",,,,
20-1725-00-1061332-1-1,786,Total Referencial:,"699.247,80",Total Adjudicado:,"240.933,48",Total Recepcionado:,"240.933,48"
20-1610-00-1094173-1-1,787,Total Referencial:,"171.322,00",Total Recepcionado:,"171.322,00",,
20-1610-00-1094173-1-1,787,Total Referencial:,"395.780,00",Total Recepcionado:,"389.366,00",,
21-0903-00-1184023-1-1,788,Total Referencial:,"49,000.00",Total Recepcionado:,"20,230.00",,
21-1307-00-1139989-1-1,789,Total Referencial:,"190.450,00",Total Adjudicado:,"87.000,20",Total Recepcionado:,"87.000,20"
21-1266-00-1133788-1-1,790,Total Referencial:,"49.988,54",Total Recepcionado:,"44.900,00",,
21-0283-14-1111627-1-1,791,Total Referencial:,"31.680,00",Total Recepcionado:,"28.800,00",,
20-1124-00-1048157-0-E,792,Total Adjudicado:,"90.539,40",Total Recepcionado:,"90.539,40",,
20-1312-00-1041292-0-E,793,Total Adjudicado:,"66.616,60",Total Recepcionado:,,,
22-0046-00-1192507-1-1,794,Total Referencial:,"49.998,00",Total Recepcionado:,"49.959,54",,
20-1704-00-1089735-1-1,795,Total Referencial:,"49,000.00",Total Recepcionado:,"42,000.00",,
20-0046-10-1038937-0-E,796,Total Adjudicado:,"42.000,00",Total Recepcionado:,"42.000,00",,
21-0902-43-1152994-1-1,797,Total Referencial:,"49,400.00",Total Recepcionado:,"49,400.00",,
20-0903-00-1038467-0-E,798,Total Adjudicado:,"961.354,00",Total Recepcionado:,"961.354,00",,
20-1211-00-1050230-0-E,799,Total Adjudicado:,"74.685,00",,,,
20-1205-00-1088482-1-1,800,Total Referencial:,"263,272.80",Total Recepcionado:,"263,272.80",,
20-0902-43-1050915-0-E,801,Total Adjudicado:,"49.973,00",Total Recepcionado:,"49.973,00",,
20-0902-21-1037756-0-E,802,Total Adjudicado:,"40.000,00",Total Recepcionado:,"40.000,00",,
20-1119-00-1057485-2-1,803,Total Referencial:,"169.800,00",Total Adjudicado:,"115.500,00",Total Recepcionado:,"115.500,00"
20-1124-00-1079091-1-1,804,Total Referencial:,"104.710,00",Total Recepcionado:,"75.900,00",,
20-1117-00-1096815-1-1,805,Total Referencial:,"42.560,00",Total Recepcionado:,"42.560,00",,
20-0417-09-1070270-1-1,806,Total Referencial:,"900.000,00",Total Adjudicado:,"720.000,00",Total Recepcionado:,"720.000,00"
20-1601-00-1096032-1-1,807,Total Referencial:,"900.000,00",Total Recepcionado:,"900.000,00",,
20-1604-00-1083490-1-2,808,Total Referencial:,"1.049.600,00",Total Recepcionado:,"985.600,00",,
20-1604-00-1083490-1-2,808,Total Referencial:,"422.400,00",Total Recepcionado:,"414.720,00",,
20-1604-00-1083490-1-2,808,Total Referencial:,"908.800,00",Total Recepcionado:,"898.560,00",,
20-1604-00-1083490-1-2,808,Total Referencial:,,,,,
20-1604-00-1083490-1-2,808,Total Recepcionado:,,,,,
20-1604-00-1083490-1-2,808,Total Referencial:,"435.200,00",Total Recepcionado:,"435.200,00",,
20-0903-02-1080592-1-1,809,Total Referencial:,"28,750.00",Total Recepcionado:,"18,687.50",,
19-0417-03-1036590-0-E,810,Total Adjudicado:,"33.000,00",Total Recepcionado:,"33.000,00",,
21-0046-31-1133024-1-1,811,Total Referencial:,"46.000,00",Total Recepcionado:,"44.000,00",,
20-1263-00-1075145-1-1,812,Total Referencial:,"250.130,75",Total Adjudicado:,"249.416,12",Total Recepcionado:,"249.416,12"
21-1201-00-1166110-1-1,813,Total Referencial:,"33.082,00",Total Recepcionado:,"21.182,00",,
20-0905-00-1039159-0-E,814,Total Adjudicado:,"35.100,00",Total Recepcionado:,"35.100,00",,
20-1205-00-1099538-1-1,815,Total Referencial:,"108,000.00",Total Recepcionado:,"108,000.00",,
20-0046-31-1052035-0-E,816,Total Adjudicado:,"29.320,00",Total Recepcionado:,"29.320,00",,
20-1532-00-1098872-1-1,817,Total Referencial:,"45,000.00",Total Recepcionado:,"34,500.00",,
20-0418-03-1098841-1-1,818,Total Referencial:,"200,000.00",Total Recepcionado:,"200,000.00",,
20-1343-00-1078465-1-1,819,Total Referencial:,"260.000,00",Total Adjudicado:,"260.000,00",Total Recepcionado:,"260.000,00"
20-1201-18-1041025-0-E,820,Total Adjudicado:,"49.590,00",Total Recepcionado:,"49.590,00",,
21-1227-00-1113819-1-1,821,Total Referencial:,"252.000,00",Total Recepcionado:,"252.000,00",,
20-0417-06-1077824-1-1,822,Total Referencial:,"210.000,00",Total Adjudicado:,"210.000,00",Total Recepcionado:,"210.000,00"
21-0417-09-1121457-1-1,823,Total Referencial:,"46,000.00",Total Recepcionado:,"19,600.00",,
20-0905-00-1046037-0-E,824,Total Adjudicado:,"49,954.80",Total Recepcionado:,"49,954.80",,
21-0417-04-1143393-1-1,825,Total Referencial:,"49.883,32",Total Recepcionado:,"49.883,32",,
21-0903-00-1139576-1-1,826,Total Referencial:,"49,980.00",Total Recepcionado:,"44,100.00",,
20-0417-09-1042473-0-E,827,Total Adjudicado:,"23.230,00",Total Recepcionado:,"23.230,00",,
21-1201-00-1152885-1-1,828,Total Referencial:,"190.070,00",Total Adjudicado:,"114.540,00",Total Recepcionado:,"114.540,00"
21-0046-00-1144842-1-1,829,Total Referencial:,"40,042.50",Total Recepcionado:,"28,632.00",,
20-0417-09-1090096-1-1,830,Total Referencial:,"198,000.00",Total Adjudicado:,"198,000.00",Total Recepcionado:,"198,000.00"
20-4601-00-1050090-0-E,831,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
21-0141-00-1115883-1-3,832,Total Referencial:,"1,272,283.00",Total Adjudicado:,"1,262,500.00",Total Recepcionado:,"1,262,500.00"
21-0417-06-1156507-1-1,833,Total Referencial:,"43,400.00",Total Recepcionado:,"43,400.00",,
20-0902-07-1087078-1-1,834,Total Referencial:,"41.894,00",Total Recepcionado:,"33.138,00",,
20-0378-00-1045510-0-E,835,Total Adjudicado:,"22.754,00",Total Recepcionado:,"22.754,00",,
21-1327-00-1139964-1-1,836,Total Referencial:,"22,310.00",Total Recepcionado:,"21,340.00",,
21-1327-00-1139964-1-1,836,Total Referencial:,"17,680.00",Total Recepcionado:,"17,680.00",,
21-0423-00-1152298-1-1,837,Total Referencial:,"48.893,00",Total Recepcionado:,"28.360,00",,
20-1128-00-1085463-1-1,838,Total Referencial:,"118,305.00",Total Adjudicado:,"77,170.00",Total Recepcionado:,"77,170.00"
20-1201-00-1088729-1-1,839,Total Referencial:,"39,930.00",Total Recepcionado:,"30,404.00",,
21-1208-00-1114126-1-1,840,Total Referencial:,"38,209.00",Total Recepcionado:,"24,258.90",,
20-1507-00-1094265-1-1,841,Total Referencial:,"299,000.00",Total Adjudicado:,"283,120.00",Total Recepcionado:,"283,120.00"
20-1805-00-1051566-0-E,842,Total Adjudicado:,"200.000,00",Total Recepcionado:,"200.000,00",,
20-1336-00-1094734-1-1,843,Total Referencial:,,,,,
20-1336-00-1094734-1-1,843,Total Recepcionado:,,,,,
20-1316-00-1054170-1-1,844,Total Referencial:,"120.000,00",Total Adjudicado:,"110.340,00",Total Recepcionado:,"110.340,00"
20-0417-00-1042511-0-E,845,Total Adjudicado:,"267.074,00",Total Recepcionado:,"267.074,00",,
20-1315-00-1038792-0-E,846,Total Adjudicado:,"831.000,00",Total Recepcionado:,"831.000,00",,
20-1236-00-1091898-1-1,847,Total Referencial:,"128,900.00",Total Recepcionado:,"128,900.00",,
21-0046-31-1144403-1-1,848,Total Referencial:,"108.500,00",Total Recepcionado:,"78.200,00",,
21-1404-00-1108905-1-1,849,Total Referencial:,"48.360,00",Total Recepcionado:,"43.485,00",,
21-0905-06-1162311-1-1,850,Total Referencial:,"24.785,00",Total Recepcionado:,"19.550,00",,
21-0901-02-1146652-1-1,851,Total Referencial:,"325.000,00",Total Recepcionado:,"169.900,00",,
20-1312-00-1040961-0-E,852,Total Adjudicado:,"472.800,00",Total Recepcionado:,"472.800,00",,
20-1201-00-1043329-0-E,853,Total Adjudicado:,"25.852,00",Total Recepcionado:,"25.852,00",,
20-1901-00-1096004-1-1,854,Total Referencial:,"47.880,00",Total Recepcionado:,"46.080,00",,
21-1312-00-1149847-1-1,855,Total Referencial:,"48.805,50",Total Recepcionado:,"35.120,00",,
20-1201-00-1043251-0-E,856,Total Adjudicado:,"288.000,00",Total Recepcionado:,"288.000,00",,
20-1701-00-1097582-1-1,857,Total Referencial:,"44,880.00",Total Recepcionado:,"44,880.00",,
20-0417-09-1046490-0-E,858,Total Adjudicado:,"49.750,00",Total Recepcionado:,"49.750,00",,
20-1511-00-1059734-2-1,859,Total Referencial:,"247.078,00",Total Adjudicado:,"229.265,40",Total Recepcionado:,"229.265,40"
20-0025-00-1096523-1-1,860,Total Referencial:,"47,750.00",Total Recepcionado:,"42,615.00",,
20-0411-00-1090242-1-1,861,Total Referencial:,"640.000,00",Total Recepcionado:,"640.000,00",,
20-0423-00-1051475-0-E,862,Total Adjudicado:,"34.500,00",Total Recepcionado:,"34.500,00",,
20-0903-00-1088310-1-1,863,Total Referencial:,"196.570,00",Total Adjudicado:,"158.480,00",Total Recepcionado:,"158.480,00"
21-1302-00-1183791-1-1,864,Total Referencial:,"99.750,00",Total Adjudicado:,"99.450,00",Total Recepcionado:,"99.450,00"
20-0906-00-1038567-0-E,865,Total Adjudicado:,"256.800,00",Total Recepcionado:,"256.800,00",,
21-0046-28-1159317-1-1,866,Total Referencial:,"45,650.00",Total Recepcionado:,"30,944.00",,
20-1735-00-1096383-1-1,867,Total Referencial:,,,,,
20-1735-00-1096383-1-1,867,Total Recepcionado:,,,,,
20-0902-43-1070970-1-3,868,Total Referencial:,"200.000,00",Total Adjudicado:,"109.800,00",Total Recepcionado:,"109.800,00"
21-0385-00-1137985-1-1,869,Total Referencial:,"32.500,00",Total Recepcionado:,"24.900,00",,
20-0423-00-1051417-0-E,870,Total Adjudicado:,"39.920,00",Total Recepcionado:,"39.920,00",,
20-0901-02-1096401-1-1,871,Total Referencial:,"35.000,00",Total Recepcionado:,"31.500,00",,
20-0901-13-1097036-1-1,872,Total Referencial:,"23,220.00",Total Recepcionado:,"17,577.00",,
20-1201-00-1043223-0-E,873,Total Adjudicado:,"30.000,00",Total Recepcionado:,"30.000,00",,
20-0417-06-1074657-1-1,874,Total Referencial:,"244,200.00",Total Adjudicado:,"225,000.00",Total Recepcionado:,"225,000.00"
20-1301-00-1044266-0-E,875,Total Adjudicado:,"30.000,00",Total Recepcionado:,"30.000,00",,
20-1734-00-1094209-1-1,876,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-1604-00-1045704-0-E,877,Total Adjudicado:,"49.994,70",Total Recepcionado:,"49.994,70",,
20-1704-00-1098169-1-1,878,Total Referencial:,"42.450,00",Total Recepcionado:,"22.435,00",,
20-1501-00-1039880-0-E,879,Total Adjudicado:,"48.750,00",Total Recepcionado:,"48.750,00",,
20-0418-07-1048365-0-E,880,Total Adjudicado:,"96.000,00",Total Recepcionado:,"96.000,00",,
20-1701-00-1049805-0-E,881,Total Adjudicado:,"49.875,00",,,,
20-1701-00-1039886-0-E,882,Total Adjudicado:,"49.972,00",Total Recepcionado:,"49.972,00",,
20-0903-00-1039234-0-E,883,Total Adjudicado:,"366.522,00",Total Recepcionado:,"366.522,00",,
20-1501-00-1049384-0-E,884,Total Adjudicado:,"44.160,00",,,,
21-0046-00-1169860-1-1,885,Total Referencial:,"191.995,00",Total Adjudicado:,"191.000,00",Total Recepcionado:,"191.000,00"
20-1801-00-1038684-0-E,886,Total Adjudicado:,"35.700,00",Total Recepcionado:,"35.700,00",,
20-0902-43-1039386-1-1,887,Total Referencial:,"199.950,00",Total Adjudicado:,"199.816,70",Total Recepcionado:,"199.816,70"
20-0906-03-1041863-0-E,888,Total Adjudicado:,"40.500,00",Total Recepcionado:,"40.500,00",,
20-0903-00-1072868-2-1,889,Total Referencial:,"288,977.00",Total Adjudicado:,"228,150.00",Total Recepcionado:,"228,150.00"
20-0908-00-1047629-0-E,890,Total Adjudicado:,"120.000,00",,,,
20-1604-00-1040579-0-E,891,Total Adjudicado:,"49.772,50",,,,
20-1322-00-1042020-0-E,892,Total Adjudicado:,"149.950,00",Total Recepcionado:,"149.950,00",,
21-1605-00-1115909-1-1,893,Total Referencial:,"49,000.00",Total Recepcionado:,"23,800.00",,
20-1312-00-1097186-1-1,894,Total Referencial:,"876,853.35",Total Recepcionado:,"633,699.95",,
21-0417-06-1128277-1-1,895,Total Referencial:,"33,000.00",Total Recepcionado:,"29,000.00",,
20-0902-42-1038612-0-E,896,Total Adjudicado:,"36,511.50",Total Recepcionado:,"36,511.50",,
21-1302-00-1153588-1-1,897,Total Referencial:,"41.445,00",Total Recepcionado:,"41.445,00",,
21-0139-00-1111234-1-1,898,Total Referencial:,"48,000.00",Total Recepcionado:,"48,000.00",,
20-1301-00-1095626-1-1,899,Total Referencial:,"87.800,00",Total Recepcionado:,"87.799,80",,
20-0906-03-1039275-0-E,900,Total Adjudicado:,"44.250,00",Total Recepcionado:,"44.250,00",,
20-0148-00-1101280-1-1,901,Total Referencial:,"80,000.00",Total Recepcionado:,"59,000.00",,
20-1606-00-1084750-1-1,902,Total Referencial:,"141,863.00",Total Recepcionado:,"119,038.00",,
21-1301-00-1152738-1-1,903,Total Referencial:,"437.500,00",Total Adjudicado:,"43.750,00",Total Recepcionado:,"43.750,00"
20-0418-03-1051791-0-E,904,Total Adjudicado:,"1.196.903,00",,,,
20-1729-00-1101630-1-1,905,Total Referencial:,"247,100.00",,,,
20-0046-28-1040089-0-E,906,Total Adjudicado:,"48.588,00",Total Recepcionado:,"48.588,00",,
20-1305-00-1038255-0-E,907,Total Adjudicado:,"46.000,00",Total Recepcionado:,"46.000,00",,
20-0382-00-1040822-0-E,908,Total Adjudicado:,"360.000,00",,,,
20-0903-00-1040963-0-E,909,Total Adjudicado:,"760.000,00",,,,
20-1605-00-1098114-1-1,910,Total Referencial:,"254.487,00",Total Recepcionado:,"246.803,90",,
20-1605-00-1098114-1-1,910,Total Referencial:,"243.690,50",Total Recepcionado:,"236.257,10",,
20-1605-00-1098114-1-1,910,Total Referencial:,"214.527,25",Total Recepcionado:,"208.001,10",,
20-1605-00-1098114-1-1,910,Total Referencial:,"204.395,00",Total Recepcionado:,"198.211,40",,
20-1605-00-1098114-1-1,910,Total Referencial:,"78.753,75",Total Recepcionado:,"76.043,20",,
20-1605-00-1098114-1-1,910,Total Referencial:,"110.463,50",Total Recepcionado:,"106.578,70",,
20-1702-00-1051006-0-E,911,Total Adjudicado:,"49.977,00",Total Recepcionado:,"49.977,00",,
20-0020-02-1047872-0-E,912,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
20-4601-03-1089154-1-1,913,Total Referencial:,,,,,
20-4601-03-1089154-1-1,913,Total Recepcionado:,,,,,
21-1706-00-1150538-1-1,914,Total Referencial:,"495,000.00",Total Recepcionado:,"372,000.00",,
20-0417-06-1083529-1-1,915,Total Referencial:,"77.400,00",Total Adjudicado:,"77.400,00",Total Recepcionado:,"77.400,00"
20-1601-00-1089343-1-1,916,Total Referencial:,"99.996,00",Total Adjudicado:,"74.997,00",Total Recepcionado:,"74.997,00"
20-1605-00-1090128-1-1,917,Total Referencial:,"237.500,00",Total Adjudicado:,"222.500,00",Total Recepcionado:,"222.500,00"
20-0035-01-1097030-1-1,918,Total Referencial:,"49.250,00",Total Recepcionado:,"48.500,00",,
21-0411-00-1145342-1-1,919,Total Referencial:,"30,000.00",Total Recepcionado:,"29,200.00",,
