cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-1514-00-1041816-0-E,1077,5,4213000,33300,CUBRE CALZADOS DESCARTABLES BOLSA X 100 UNID.,BOLSA,"80,00",,,ARCE ROJAS HERNAN GUSTAVO,"85,00","6.800,00","80,00","85,00","6.800,00",Contratado,Cronograma
20-1312-00-1043028-0-E,1078,1,4214000,39100,GUANTES D/NITRILO TALLAS S Y M CAJAS X 50 PARES,CAJAS,"150,00",,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,"35,50","5.325,00","150,00","35,50","5.325,00",Contratado,Cronograma
20-1312-00-1043028-0-E,1078,2,4713000,39100,ALCOHOL EN GEL DE 5 LTROS,PIEZA,"260,00",,,ROCHA SILES VLADIMIR WALTER,"110,00","28.600,00",,,"28.600,00",Resuelto,Cronograma
20-1312-00-1043028-0-E,1078,3,4713000,39100,ALCOHOL EN GEL DISPENSADOR DE 400ML.,PIEZA,"600,00",,,ROCHA SILES VLADIMIR WALTER,"15,00","9.000,00",,,"9.000,00",Resuelto,Cronograma
20-1312-00-1043028-0-E,1078,4,4713000,39100,DESINFECTANTE SPRAY 390ML,PIEZA,"180,00",,,ROCHA SILES VLADIMIR WALTER,"22,00","3.960,00",,,"3.960,00",Resuelto,Cronograma
21-1605-00-1127416-1-1,1079,1,5145280,34200,Ivermectina - Ivermectina (iformina6mg),comprimid o,"30.000,0","6,00","180.000,00",DISTRIBUIDORA LCFARMA SRL,"5,48","164.400,00","30.000,00","5,48","164.400,00",Contratado,Cronograma 0
20-4601-00-1043390-0-E,1080,1,5121000,34200,"ADQUISICION DE MEDICAMENTOS; ZINC, RANITIDINA, SALES DE REHIDRATACION ORAL Y GASA PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS DE LA REGION AUTONOMA DEL GRAN CHACO",MEDICAM ENTOS,"1,00",,,PROVEEDORA ESPECIALIZADA EN MEDICAMENTOS PROVEM S.R.L.,"23.080,00","23.080,00","1,00","23.080,00","23.080,00",Contratado,Cronograma
20-1205-00-1094164-1-2,1081,1,4713000,39100,ESCOBA,UNIDAD,"3.500,00","21,00","73.500,00",,,,"3.500,00","19,40","67.900,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,2,4713000,39100,GUANTES DE GOMA,PAR,"14.200,0","10,00","142.000,00",,,,"14.200,00","8,40","119.280,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,3,4713000,39100,BASURERO - ALZADOR DE BASURA,UNIDAD,"3.500,00","24,00","84.000,00",,,,"3.500,00","22,40","78.400,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,4,4713000,39100,DESINFECTANTE EN AEROSOL,UNIDAD,"4.500,00","25,00","112.500,00",,,,"4.500,00","23,40","105.300,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,5,4713000,34900,LIQUIDO DE LIMPIEZA MULTIUSO,UNIDAD,"4.000,00","22,00","88.000,00",,,,"4.000,00","20,40","81.600,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,6,4713000,39100,TRAPO DE PISO,UNIDAD,"30.000,0","6,00","180.000,00",,,,"30.000,00","4,40","132.000,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,7,4713000,39100,DETERGENTE GRANULADO,BOLSA,"25.000,0","22,00","550.000,00",,,,"25.000,00","20,40","510.000,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,8,4713000,39100,FRANELA PARA LIMPIEZA,MI,"4.000,00","22,00","88.000,00",,,,"4.000,00","20,40","81.600,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,9,4713000,39100,PAPEL HIGIENICO DOBLE HOJA,UNIDAD,"60.000,0","1,80","108.000,00",,,,"60.000,00","0,20","12.000,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,10,4713000,39100,AMBIENTADOR EN AEROSOL,UNIDAD,"4.500,00","18,50","83.250,00",,,,"4.500,00","16,90","76.050,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,11,4713000,39100,JABON DE BARRA,UNIDAD,"8.000,00","4,00","32.000,00",,,,"8.000,00","2,30","18.400,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,12,4713000,39100,JABON LIQUIDO,UNIDAD,"10.000,0","14,00","140.000,00",,,,"10.000,00","12,40","124.000,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,13,4713000,39100,LIMPIA VIDRIOS,UNIDAD,"4.500,00","19,00","85.500,00",,,,"4.500,00","17,40","78.300,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,14,4713000,39100,LIMPIADOR DESINFECTANTE PARA PISOS,UNIDAD,"1.515,00","50,00","75.750,00",,,,"1.515,00","48,40","73.326,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,15,4713000,39100,PAPEL TOALLA PARA DISPENSADOR,PAQUET E,"3.500,00","23,00","80.500,00",,,,"3.500,00","21,40","74.900,00",Contratado,Cronograma 0
20-1205-00-1094164-1-2,1081,16,4713000,39100,ARAGAN DE GOMA,UNIDAD,"3.500,00","22,00","77.000,00",,,,"3.500,00","20,40","71.400,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,1,1235210,34200,Alcoholes o sus sustitutos - ALCOHOL MEDICINAL 70%x1000 ML,SOLUCIO N,"90,00","22,60","2.034,00",,,,"90,00","17,00","1.530,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,2,5132300,34200,Cloruro de carnitina - AMONIO CUATERNARIO AL 2% DE 5TA. GENERACION,SOLUCIO N,"205,00","75,00","15.375,00",,,,"205,00","70,00","14.350,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,3,1512151,34200,Jabones lubricantes - JABON LIQUIDO 1000 ML,JABON,"146,00","24,30","3.547,80",,,,"146,00","20,00","2.920,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,4,1512151,34200,Jabones lubricantes - JABON LIQUIDO 5 LITROS,JABON,"125,00","85,05","10.631,25",,,,"125,00","75,00","9.375,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,5,5132300,34200,Cloruro de carnitina - AMONIO CUATERNARIO AL 2% DE 5TA. GENERACION,SOLUCIO N,"78,00","16,50","1.287,00",,,,"78,00","15,00","1.170,00",Contratado,Cronograma 0
22-1266-00-1193598-1-1,1082,6,1235210,34200,Alcoholes o sus sustitutos - ALCOHOL MEDICINAL 70%x5LITROS,SOLUCIO N,"181,00","74,25","13.439,25",,,,"181,00","65,00","11.765,00",Contratado,Cronograma 0
20-1818-00-1047271-0-E,1083,1,5121000,34200.0,"ADQUISICION DE INSUMOS, MEDICAMENTOS Y REACTIVOS - EMERGENCIA CORONAVIRUS",GLOBAL,"1,00",,,ROSA ALICIA ONI ATIARE,"125.828,44","125.828,44",,,,Contratado,Cronograma
20-1324-00-1091598-1-1,1084,1,4217000,33300,"BARBIJO N95 SIN FILTRO; anatomicamente autoajustable,acoplamiento de faja soldada,espuna de nariz sueve,clip de aluminio ajustable para nariz, elastico de fijación termo sellado aprobado por nNIOSH",Pza,"690,00","65,00","44.850,00",,,,"690,00","50,00","34.500,00",Contratado,Cronograma 0
20-1501-00-1079416-1-1,1085,1,4110000,43400,EQUIPO MEDICO; TIPO INCUBADORA INFANTIL ADJUNTO ESPECIFICACIONES TECNICAS,EQUIPO,"4,00","90.000,00","360.000,00",,,,"4,00","90.000,00","360.000,00",Contratado,Cronograma 0
20-1501-00-1079416-1-1,1085,2,4110000,43400,SERVOCUNA ADJUNTO ESPECIFICACIONES TECNICAS,EQUIPO,"5,00","99.000,00","495.000,00",,,,"5,00","99.000,00","495.000,00",Contratado,Cronograma 0
20-1501-00-1079416-1-1,1085,3,4110000,43400,EQUIPO MEDICO DE GABINETE; TIPO FOTOTERAPIA NEONATAL ADJUNTO ESPECIFICACIONES TECNICAS,EQUIPO,"3,00","17.000,00","51.000,00",,,,"3,00","13.460,00","40.380,00",Contratado,Cronograma 0
20-0207-04-1052065-0-E,1086,1,5310000,33300,"ADQUISICION DE ROPA DE TRABAJO Y EQUIPO DE PROTECCION PERSONAL PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS - TRAJES DE BIOSEGURIDAD",BIEN,"300,00",,,PACHECO LIMACHI EMILIO RUBEN,"105,00","31.500,00","300,00","105,00","31.500,00",Contratado,Cronograma
20-0901-02-1096298-1-1,1087,1,4218000,39400,TERMOMETROS DIGITALES (INFRARROJO),PIEZA,"108,00","400,00","43.200,00",,,,"108,00","195,00","21.060,00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,1,5121000,34200,PARACETAMOL 120MG/5ML,JARABE,"1,000.00",7.9,"7,900.00",,,,"1,000.00",6.5,"6,500.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,2,5121000,34200,PARACETAMOL 500 MG,COMPRI MIDO,"50,000.0",0.26,"13,000.00",,,,"50,000.00",0.18,"9,000.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,3,5121000,34200,AMOXICILINA 250MG/5ML,SUSPEN SION,"1,000.00",10.0,"10,000.00",,,,"1,000.00",9.5,"9,500.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,4,5121000,34200,MULTIVITAMINAS SEGÚN DISPONIBILIDAD,COMPRI MIDO,"40,000.0",0.51,"20,400.00",,,,"40,000.00",0.5,"20,000.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,5,5121000,34200,OMEPRAZOL  20 MG,CAPSULA,"50,000.0",0.53,"26,500.00",,,,"50,000.00",0.31,"15,500.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,6,5121000,34200,ZINC SULFATO 20 MG,TABLETA,"15,000.0",0.87,"13,050.00",,,,"15,000.00",0.45,"6,750.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,7,5121000,34200,ZINC SULFATO 20MG/5ML,JARABE,"1,000.00",12.32,"12,320.00",,,,"1,000.00",12.32,"12,320.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,8,5121000,34200,AZITROMICINA  500 MG,COMPRI MIDO,"5,000.00",6.9,"34,500.00",,,,"5,000.00",3.0,"15,000.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,9,5121000,34200,IBUPROFENO  400 MG,COMPRI MIDO,"50,000.0",0.44,"22,000.00",,,,"50,000.00",0.44,"22,000.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,10,5121000,34200,IBUPROFENO  120 MG/5ML,SUSPEN SION,"1,000.00",7.9,"7,900.00",,,,"1,000.00",6.5,"6,500.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,11,5121000,34200,LOSARTAN 50 GR,COMPRI MIDO,"10,000.0",0.75,"7,500.00",,,,"10,000.00",0.6,"6,000.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,12,5121000,34200,MULTIVITAMINAS SEGÚN DISPONIBILIDAD,JARABE,"2,181.00",20.3,"44,274.30",,,,"2,181.00",20.3,"44,274.30",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,13,5121000,34200,PARACETAMOL 100 MG/ML,GOTAS,"1,000.00",4.5,"4,500.00",,,,"1,000.00",4.5,"4,500.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,14,5121000,34200,ANTIGRIPAL COMPUESTO SEGÚN DISPONIBILIDAD,COMPRI MIDO,"22,500.0",2.0,"45,000.00",,,,"22,500.00",0.93,"20,925.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,15,5121000,34200,ACIDO ASCÓRBICO  500MG o 1GR,COMPRI MIDO,"20,000.0",1.38,"27,600.00",,,,"20,000.00",1.38,"27,600.00",Contratado,Cronograma 0
20-1257-00-1100919-1-1,1088,16,5121000,34200,METAMIZOL 1 GR,INYECTA BLE,"2,000.00",2.17,"4,340.00",Unnamed: 0,Unnamed: 1,Unnamed: 2,"2,000.00.1",2.16,"4,320.00",Contratado,
20-1257-00-1100919-1-1,1088,17,5121000,34200,ACIDO ACETIL SALICÍLICO 100 MG,COMPRI MIDO,"10,000.0",0.18,"1,800.00",,,,"10,000.00",0.18,"1,800.00",Contratado,
20-1257-00-1100919-1-1,1088,18,5121000,34200,COMPLEJO B SEGÚN CONCENTRACION ESTÁNDAR,INYECTA BLE,"10,000.0",3.06,"30,600.00",,,,"10,000.00",3.06,"30,600.00",Contratado,
20-1257-00-1100919-1-1,1088,19,5121000,34200,DEXTROMETORFANO 10 MG/5 ML,JARABE,"1,500.00",11.31,"16,965.00",,,,"1,500.00",7.5,"11,250.00",Contratado,
20-1257-00-1100919-1-1,1088,20,5121000,34200,COMPLEJO B SEGÚN CONCENTRACION ESTÁNDAR,COMPRI MIDO,"50,000.0",0.44,"22,000.00",,,,"50,000.00",0.22,"11,000.00",Contratado,
20-1206-00-1038599-0-E,1089,1,4217000,39100,"PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS, SECCIONAL (ADQUISICION DE INSUMOS DE BIOSEGURIDAD)",GLOBAL,"1,00",,,CASILLA LAURA MAGNO,"46.225,00","46.225,00","1,00","46.225,00","46.225,00",Contratado,Cronograma
20-1521-00-1044703-0-E,1090,1,4213000,34200,BARBIJO N95 AMERICANO,PZA,"400,00",,,ARISPE PONCE ALBERTO,"75,00","30.000,00","400,00","75,00","30.000,00",Contratado,Cronograma
20-1521-00-1044703-0-E,1090,2,4213000,34200,BARBIJO AZUL CON FILTRO,PZA,"150,00",,,ARISPE PONCE ALBERTO,"65,00","9.750,00","150,00","65,00","9.750,00",Contratado,Cronograma
20-1521-00-1044703-0-E,1090,3,4213000,34200,BARBIJO N95,PZA,"150,00",,,ARISPE PONCE ALBERTO,"68,00","10.200,00","150,00","68,00","10.200,00",Contratado,Cronograma
20-1605-00-1039463-0-E,1091,1,4713000,39100,ALCOHOL EN GEL BOTE DE 650ML CONCENTRACION DEL 75% GL.,PIEZA,"1.000,00",,,CINTHIA GIOVANA LOPEZ ORTEGA,"33,00","33.000,00","1.000,00","33,00","33.000,00",Contratado,Cronograma
20-1335-00-1098784-1-1,1092,1,4410000,43400,AIRE GENERAL LUX 12.000 BTU PROCEDENCIA BRASIL (INSTALADO),UNIDAD,"4,00","4.002,00","16.008,00",,,,"4,00","4.002,00","16.008,00",Contratado,Cronograma 0
20-1335-00-1098784-1-1,1092,2,4112000,43400,REFRIGERADOR CONSUL CRM 35 LT. PROCEDENCIA BRASIL H.S.,UNIDAD,"1,00","4.150,00","4.150,00",,,,"1,00","4.150,00","4.150,00",Contratado,Cronograma 0
20-1335-00-1098784-1-1,1092,3,4321000,43400,"TV GENERAL LUX, 43\"", VIDRIO TEMPLADO DE PROTECCION, DOBLE CONTROL. PROCEDENCIA BRASIL SMARD TV, FHD",UNIDAD,"2,00","3.800,00","7.600,00",,,,"2,00","3.800,00","7.600,00",Contratado,Cronograma 0
20-1335-00-1098784-1-1,1092,4,4410000,43400,AIRE GENERAL LUX 24.000 BTU PROCEDENCIA BRASIL (INSTALADO),UNIDAD,"1,00","5.637,00","5.637,00",,,,"1,00","5.637,00","5.637,00",Contratado,Cronograma 0
20-1335-00-1098784-1-1,1092,5,4112000,43400,"REFRIGERADOR CONSUL CRM 55 LT., PROCEDENCIA BRASIL H.S.",UNIDAD,"2,00","6.283,00","12.566,00",,,,"2,00","6.283,00","12.566,00",Contratado,Cronograma 0
20-1335-00-1098784-1-1,1092,6,4112000,43400,REFRIGERADOR CONSUL CD 36 LT. PROCEDENCIA BRASIL H.S.,UNIDAD,"1,00","3.500,00","3.500,00",,,,"1,00","3.500,00","3.500,00",Contratado,Cronograma 0
21-0901-02-1182324-1-1,1093,1,4213161,33300,"Batas de aislamiento para personal médico - PRE MANDILES REUTILIZABLES, PARA LA PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS PARA SEDES CHUQUISACA",UNIDAD,"1.955,00","40,00","78.200,00",,,,"1.955,00","37,75","73.801,25",Contratado,Cronograma 0
20-1312-00-1088644-1-1,1094,1,4110000,39400,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (ADQ. DE EQUIPO PCR/TR PARA DIAGNOSTICO DEL SARS COV-2 (COVID-19) PARA EL HOSPITAL MEXICO)",EQUIPO,1.0,"806,561.25","806,561.25",,,,1.0,"806,561.25","806,561.25",Contratado,Cronograma 0
20-1402-00-1051555-0-E,1095,1,4214000,34200,BARBIJOS IMPORTADOS,CAJA  DE 50 PIEZAS,"50,00",,,BERNABE COLQUE JOSE MIGUEL,"220,00","11.000,00","50,00","220,00","11.000,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,2,4213000,33300,GUANTES DE NITRO,CAJA DE 100 PIEZAS,"50,00",,,BERNABE COLQUE JOSE MIGUEL,"192,00","9.600,00","50,00","192,00","9.600,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,3,4713000,39100,TURRIL DE GEL,PIEZAS,"4,00",,,BERNABE COLQUE JOSE MIGUEL,"11.300,00","45.200,00","4,00","11.300,00","45.200,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,4,4213000,34200,BARBIJO NACIONAL,PIEZAS,"1.000,00",,,BERNABE COLQUE JOSE MIGUEL,"2,90","2.900,00","1.000,00","2,90","2.900,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,5,4214000,34200,LAVANDINA HOSPITALARIA DENSIDAD 1.11 G/CM3,LITROS,"1.000,00",,,BERNABE COLQUE JOSE MIGUEL,"19,00","19.000,00","1.000,00","19,00","19.000,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,6,4214000,34200,HIPOCLORITO DE SODIO (NACIONAL),LITROS,"500,00",,,BERNABE COLQUE JOSE MIGUEL,"25,00","12.500,00","500,00","25,00","12.500,00",Contratado,Cronograma
20-1402-00-1051555-0-E,1095,7,4213000,33300,TRAJE DE BIOSEGURIDAD,PIEZAS,"200,00",,,BERNABE COLQUE JOSE MIGUEL,"120,00","24.000,00","200,00","120,00","24.000,00",Contratado,Cronograma
20-1514-00-1068958-1-2,1096,1,4218000,39400,Tensiómetro Digital de Brazo,PIEZA,"17,00","690,00","11.730,00",SEQUEIROS TORREZ FELIX ESTEBAN,"595,00","10.115,00","17,00","595,00","10.115,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,2,4218000,39400,Cronometro digital portátil a prueba de agua,PIEZA,"6,00","450,00","2.700,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
20-1514-00-1068958-1-2,1096,3,2411000,34500,Deposito o contenedores de residuos sólidos especiales.,PIEZA,"6,00","950,00","5.700,00",SEQUEIROS TORREZ FELIX ESTEBAN,"950,00","5.700,00","6,00","950,00","5.700,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,4,2411000,34500,Recipientes para residuos sólidos infecciosos,PIEZA,"46,00","142,00","6.532,00",SEQUEIROS TORREZ FELIX ESTEBAN,"142,00","6.532,00","46,00","142,00","6.532,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,5,4110000,43400,Vitrina acero inoxidable para instrumentos o material estéril de 104x45cm,PIEZA,"4,00","4.250,00","17.000,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
20-1514-00-1068958-1-2,1096,6,2411000,34500,Deposito o contenedores de residuos sólidos peligrosos,PIEZA,"4,00","950,00","3.800,00",SEQUEIROS TORREZ FELIX ESTEBAN,"950,00","3.800,00","4,00","950,00","3.800,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,7,2411000,34500,Recipientes para residuos sólidos comunes,PIEZA,"46,00","142,00","6.532,00",SEQUEIROS TORREZ FELIX ESTEBAN,"142,00","6.532,00","46,00","142,00","6.532,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,8,2411000,34500,Recipiente para residuos sólidos especiales,PIEZA,"25,00","142,00","3.550,00",SEQUEIROS TORREZ FELIX ESTEBAN,"142,00","3.550,00","25,00","142,00","3.550,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,9,4218000,39400,Linterna de diagnostico,PIEZA,"10,00","350,00","3.500,00",SEQUEIROS TORREZ FELIX ESTEBAN,"130,00","1.300,00","10,00","130,00","1.300,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,10,4111000,43400,Botellón de oxígeno de 6m3,PIEZA,"10,00","5.225,00","52.250,00",SEQUEIROS TORREZ FELIX ESTEBAN,"4.800,00","48.000,00","10,00","4.800,00","48.000,00",Contratado,Cronograma 0
20-1514-00-1068958-1-2,1096,11,4218000,39400,Termómetro digital de oído,PIEZA,"7,00","380,00","2.660,00",,,,,,,Las propuestas no,Cronograma 0
20-1514-00-1068958-1-2,1096,12,4218000,39400,Oxímetro de Pulso,PIEZA,"11,00","320,00","3.520,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,
20-1514-00-1068958-1-2,1096,13,4111000,39400,Tensiómetro,PIEZA,"20,00","450,00","9.000,00",SEQUEIROS TORREZ FELIX ESTEBAN,"210,00","4.200,00","20,00","210,00","4.200,00",Contratado,
20-1514-00-1068958-1-2,1096,14,4218000,39400,Glucómetro portátil más tiras reactivas,PIEZA,"6,00","650,00","3.900,00",SEQUEIROS TORREZ FELIX ESTEBAN,"630,00","3.780,00","6,00","630,00","3.780,00",Contratado,
20-1514-00-1068958-1-2,1096,15,4218000,39400,Tensiómetro digital de muñeca,PIEZA,"2,00","595,00","1.190,00",SEQUEIROS TORREZ FELIX ESTEBAN,"500,00","1.000,00","2,00","500,00","1.000,00",Contratado,
20-1514-00-1068958-1-2,1096,16,4411000,39900,Reloj de pared,PIEZA,"25,00","350,00","8.750,00",SEQUEIROS TORREZ FELIX ESTEBAN,"320,00","8.000,00","25,00","320,00","8.000,00",Contratado,
20-1514-00-1068958-1-2,1096,17,4111000,43400,Nebulizador Ultrasónico,PIEZA,"6,00","995,00","5.970,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,
20-1514-00-1068958-1-2,1096,18,4712000,34500,Carro para transporte de ropa sucia,PIEZA,"4,00","6.500,00","26.000,00",SEQUEIROS TORREZ FELIX ESTEBAN,"5.850,00","23.400,00","4,00","5.850,00","23.400,00",Contratado,
20-1514-00-1068958-1-2,1096,19,2411000,34500,Deposito contenedor residuos sólidos comunes,PIEZA,"4,00","950,00","3.800,00",SEQUEIROS TORREZ FELIX ESTEBAN,"950,00","3.800,00","4,00","950,00","3.800,00",Contratado,
20-1514-00-1068958-1-2,1096,20,4218000,43400,Cama Hospitalaria de 3 Movimientos con Porta Suero,PIEZA,"15,00","10.975,00","164.625,00",SEQUEIROS TORREZ FELIX ESTEBAN,"10.700,00","160.500,00","15,00","10.700,00","160.500,00",Contratado,
20-1514-00-1068958-1-2,1096,21,4411000,43700,Estufas,PIEZA,"30,00","1.000,00","30.000,00",SEQUEIROS TORREZ FELIX ESTEBAN,"985,00","29.550,00","30,00","985,00","29.550,00",Contratado,
20-1221-00-1071793-1-1,1097,1,4713000,26990,HIPOCLORITO DE SODIO (LAVANDINA) 10 LITROS,GALON,"100,00","165,00","16.500,00",MILCAR SRL,"73,00","7.300,00","100,00","73,00","7.300,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,2,4713000,26990,SANITIZADOR DE MANOS (360 ML) MARCA LIZ,FRASCO,"200,00","20,00","4.000,00",LOAYZA MARTINEZ COLOMBA,"20,00","4.000,00","200,00","20,00","4.000,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,3,4219000,26990,BARBIJO FFPP2 (MARCA 3M),PIEZA,"300,00","90,00","27.000,00",LOAYZA MARTINEZ COLOMBA,"90,00","27.000,00","300,00","90,00","27.000,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,4,4213000,26990,BATA O DELANTAL HOSPITALARIA DESECHABLE,PIEZA,"600,00","40,00","24.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"23,80","14.280,00","600,00","23,80","14.280,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,5,1310000,26990,CINTA DE EMBALAJE (COLOR PLOMO),PIEZA,"30,00","25,00","750,00",LOAYZA MARTINEZ COLOMBA,"25,00","750,00","30,00","25,00","750,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,6,4713000,26990,CLORHEXIDINA AL 4% (5 LITROS),GALON,"50,00","380,00","19.000,00",LOAYZA MARTINEZ COLOMBA,"380,00","19.000,00","50,00","380,00","19.000,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,7,4229000,26990,BARBIJOS QUIRURGICOS DESECHABLES,CAJA,"300,00","50,00","15.000,00",MILCAR SRL,"24,00","7.200,00","300,00","24,00","7.200,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,8,4213000,26990,MAMELUCO IMPERMEABLE P/RIESGO BIOLOGICO TYVEK,PIEZA,"150,00","150,00","22.500,00",LOAYZA MARTINEZ COLOMBA,"139,00","20.850,00","150,00","139,00","20.850,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,9,4219000,26990,GUANTES DE NITRILO,CAJA,"300,00","110,00","33.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"89,00","26.700,00","300,00","89,00","26.700,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,10,4226000,26990,BOLSAS POST-MORTEM,PIEZA,"100,00","250,00","25.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"159,00","15.900,00","100,00","159,00","15.900,00",Contratado,Cronograma 0
20-1221-00-1071793-1-1,1097,11,4713000,26990,JABON LIQUIDO (360 ML) MARCA LIZ,FRASCO,"200,00","18,00","3.600,00",LOAYZA MARTINEZ COLOMBA,"18,00.1","3.600,00.1","200,00.1","18,00.2","3.600,00.2",Contratado,
20-1221-00-1071793-1-1,1097,12,4713000,26990,PAPEL TOHALLA (MARCA ELITE),ROLLO,"300,00","10,00","3.000,00",LOAYZA MARTINEZ COLOMBA,"10,00","3.000,00","300,00","10,00","3.000,00",Contratado,
20-1221-00-1071793-1-1,1097,13,4219000,26990,BARBIJO N-95,PIEZA,"300,00","90,00","27.000,00",MILCAR SRL,"13,50","4.050,00","300,00","13,50","4.050,00",Contratado,
20-1221-00-1071793-1-1,1097,14,4219000,26990,GORROS DESECHABLES,PAQUET E,"200,00","65,00","13.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"43,00","8.600,00","200,00","43,00","8.600,00",Contratado,
20-1221-00-1071793-1-1,1097,15,4213000,26990,MAMELUCO IMPERMEABLE,PIEZA,"120,00","110,00","13.200,00",TERRAZAS RIVAS MIGUEL ANGEL,"107,00","12.840,00","120,00","107,00","12.840,00",Contratado,
20-1221-00-1071793-1-1,1097,16,4219000,26990,ALCOHOL AL 70% (1 LITRO),FRASCO,"200,00","16,00","3.200,00",LOAYZA MARTINEZ COLOMBA,"16,00","3.200,00","200,00","16,00","3.200,00",Contratado,
20-1221-00-1071793-1-1,1097,17,4219000,26990,BARBIJOS KN/95 SIN FILTRO,PIEZA,"300,00","18,00","5.400,00",MILCAR SRL,"5,90","1.770,00","300,00","5,90","1.770,00",Contratado,
