cuce,número,código_unspsc,objeto_de_gasto,descripción_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razón_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma,numero,codigo_unspsc,descripcion_del_bien_o_servicio,nombre_o_razon_social_del_proponente_adjudicado
20-1342-00-1051620-0-E,1,4213000,39990,TRAJE DE PROTECCION DE TELA ANTIFLUIDO IMPERMEABLE,PZA,10,,,ORTUÑO UGARTE DANIEL RENE,85,850,10,85,850,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,2,4213000,39990,GUANTES DE NITRILO,CAJA,100,,,ORTUÑO UGARTE DANIEL RENE,130,13000,100,130,13000,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,3,4213000,39990,CUBREZAPATOS DESCATRABLES,PQTE,10,,,ORTUÑO UGARTE DANIEL RENE,85,850,10,85,850,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,4,4213000,39990,TRAJE DE BIOSEGURIDAD TIPO TIVEK,UNIDAD,10,,,PEREZ HIDALGO EDUARDO HEBERTHY,160,1600,10,160,1600,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,5,4213000,39990,TRAJE DE PROTECCION DE TELA FRISELINA,PZA,10,,,ORTUÑO UGARTE DANIEL RENE,85,850,10,85,850,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,6,4213000,39990,"KIT DE BIO SEGURIDAD ( BARBIJO, MAMELUCO, MASCARA DE ACETATO)",KIT,40,,,ORTUÑO UGARTE DANIEL RENE,110,4400,40,110,4400,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,7,4213000,39990,BARBIJO QUIRURGICO TRIPLE CAPA,CAJA,60,,,PEREZ HIDALGO EDUARDO HEBERTHY,210,12600,60,210,12600,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,8,4213000,39990,TRAJE DE BIOSEGURIDAD PVC,UNIDAD,10,,,PEREZ HIDALGO EDUARDO HEBERTHY,180,1800,10,180,1800,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,9,4214000,39990,GAFAS PROTECTORAS ANTEMPAÑANTE,UNIDAD,10,,,MILCAR SRL,46,460,10,46,460,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,10,4213000,39990,BATAS DE PROTECCION IMPERMEABLE,PZA,50,,,ORTUÑO UGARTE DANIEL RENE,80,4000,50,80,4000,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,11,4213000,39990,MASCARILLA BARBIJO N95 CERTIFICADO,UNIDAD,100,,,PEREZ HIDALGO EDUARDO HEBERTHY,75,7500,100,75,7500,Contratado,Cronograma,,,,
20-1342-00-1051620-0-E,12,4214000,39990,GAFAS PROTECTORAS CON BANDA DE FIJACION,UNIDAD,10,,,MILCAR SRL,63,630,10,63,630,Contratado,Cronograma,,,,
20-1342-00-1052272-0-E,1,4219000,43400,CAMAS HOSPITALARIAS PARA LOS SERVICIOS DE SALUD CON AREAS DE AISLAMIENTO COVID-19,UNIDAD,10,,,LOPEZ FLORES RONALD OCTAVIO,5500,55000,10,5500,55000,Contratado,Cronograma,,,,
20-1342-00-1052725-0-E,1,4713000,34200,BENZIRAL AMONIO CUATERNARIO PARA LIMPIEZA Y  DESINFECCION BIDON DE 5 LTS,GALON,30,,,SOLUCIONES DE SALUD MEDICINA Y EQUIPOS S.R.L.,840,25200,,,,Contratado,Cronograma,,,,
20-1342-00-1052751-0-E,1,4216000,43400,MESAS MAYO EN ABS PARA AREA DE AISLAMIENTO COVID-19,UNID,6,,,URQUIDI CHACON JHOANA FIORELA,3250,19500,6,3250,19500,Contratado,Cronograma,,,,
20-1346-00-1047059-0-E,1,4110000,43400,CILINDRO DE ALUMINIO 02 COMPLETO CAPACIDAD M3,UNIDAD,4,,,PRAXAIR BOLIVIA S.R.L.,3650,14600,4,3650,14600,Contratado,Cronograma,,,,
20-1346-00-1047059-0-E,2,4110000,43400,CILINDRO DE OXIGENO COMPLETO CAPACIDAD 6M M3,UNIDAD,2,,,PRAXAIR BOLIVIA S.R.L.,2955,5910,2,2955,5910,Contratado,Cronograma,,,,
20-1401-00-1035122-0-E,1,3116000,34800,"150 TIJERAS PODADORAS DE DOS MANOS MANGO TUBULAR METALICO DE 19 CM., 150 RASTRILLO FLEX CON REGULADOR CON MANGO, 150 LEVANTA BASURA DE LATA DE ALCOHOL, 150 JUEGO ESTUCHE JARDINERO DE 3 PZAS., 150 PZAS",PIEZA,1,,,IBAÑEZ GOMEZ DE HINOJOSA RUTH ALINA,32100,32100,1,32100,32100,Contratado,Cronograma,,,,
20-1401-00-1035484-0-E,1,4218000,43400,5 EQUIPO GENERADOR DE OXIGENO (UNIDAD DE SALUD MUNICIPAL - PARA LA UNIDAD DE HEMODIALISIS ALM-P- 00306/20),EQUIPO,5,,,GUZMAN QUIROGA KATTY ROXANA LILIA,6380,31900,5,6380,31900,Contratado,Cronograma,,,,
20-1401-00-1037338-0-E,1,4216000,43400,"1 PZA, ASPIRADOR PARA DIALISIS, 1 PZA, CONCENTRADOR DE OXIGENO PARA DIALISIS, 1 PZA. DESFIBRILADOR PARA DIALISIS UNIDAD DE SALUD MUNICIPAL - PARA LOS DIFERENTES CENTROS DE SALUD DEL MUNICIPIO ALM- P-00",PIEZA,1,,,VARGAS RIVAS JOSE MIGUEL,48000,48000,1,48000,48000,Contratado,Cronograma,,,,
20-1401-00-1039271-0-E,1,4618000,33300,"1000 PZAS. RESPIRADOR 8210 CONTRA POLVO No95, 6 PZAS. RESPIRADOR 9820 CONTRA POLVO No 95 PLEGABLES, 36 PZAS. PROTECTOR FACIAL H4 CON CABECERA 82781 C/POLICARBONATO, 36 PZAS. ANTIPARRAS GOGLE GERAR ANT",PIEZA,1,,,CUBA LARA CARLOS,49850,49850,1,49850,49850,Contratado,Cronograma,,,,
20-1401-00-1043001-0-E,1,3912000,39700,"6 TERMOMAGNETICOS 2X50 A, 2 TERMOMAGNETICOS 2X2 A,3 CAJAS TÉRMICAS DE 2 PARES, 5 TERMINAL DE EMPALME DE 35 MM, 5 INTERRUPTOR DE SOBREPONER 16 A,............(D..IE.S.D- CENTRO DE AISLAMIENTO COVID-19,",PIEZA,1,,,CUSSI YUCRA ALBERT WILSON,29410.5,29410.5,1,29410.5,29410.5,Contratado,Cronograma,,,,
20-1401-00-1043323-0-E,1,4214000,34200,46 RESPIRADORES CON FILTRO 2/DOTACIONES PARA 173 FUNCIONARIOS (UNIDAD DE DEFENSA AL CONSUMIDOR P-2009),UNIDAD,346,,,JAVIER VALENTE ROCHA,70,24220,346,70,24220,Contratado,Cronograma,,,,
20-1401-00-1043420-0-E,1,4213000,34200,"346 TRAJES DE BIOSEGURIDAD DE TELA IMPERMEABLE 2 DOTACIONES A 173 FUNCIIONARIOS, 692 FRASCOS DE ALCOHOL DESINFECTANTE DE 1 LITRO 4 DOTACIONES A 173 FUNCIONARIOS (UNIDAD DE DEFENSA AL CONSUMIDOR) P-212",PIEZA,346,,,JAVIER VALENTE ROCHA,120,41520,346,120,41520,Contratado,Cronograma,,,,
20-1401-00-1043494-0-E,1,3913000,39700,"13 TOMA SHUCKO DE 2 SALIDAS SOLERA, 16 TOMA SHUCKO DE 3 SALIDAS, 7 TERMOMAGNETICOS 2X25 A , 6 TERMOMAGNETICOS 2X16 A , 13 CAJAS TERMICAS PARA 1 PAR, 8 TOMA SHUCKO DE 1 SALIDA CON TAPA,................",PIEZA,1,,,CUSSI YUCRA ALBERT WILSON,49161.5,49161.5,1,49161.5,49161.5,Contratado,Cronograma,,,,
20-1401-00-1047432-0-E,1,4214000,43400,5 EQUIPOS GENERADOR DE OXIGENO (UNIDAD DE SALUD MUNICIPAL - CENTRO DE REHABILITACION ABOPANE ALM-P- 00304/20),UNIDAD,5,,,OMAR ORLANDO LAURA NINA,9000,45000,5,9000,45000,Contratado,Cronograma,,,,
20-1401-00-1048070-0-E,1,4214000,43400,"2 EQUIPO MONITOR DE SIGNOS VITALES, 5 EQUIPO RESPIRADOR 9820 (UNIDAD DE SALUD MUNICIPAL - CENTRO REHABILITACION ABOPANE ALM-P-00333/20)",EQUIPO,1,,,OMAR ORLANDO LAURA NINA,47850,47850,1,47850,47850,Contratado,Cronograma,,,,
20-1401-00-1048694-0-E,1,4214000,43400,"3 EQUIPO DE CURACION, 2 EQUIPO DE SUTURA, 5 CAJA METALICA DE 20 CM., 2 TAMBOR DE 19 CM., 6 RIÑONERA DE 26 CM., 3 BANDEJA METALICA DE 30X19 APROX., 12 PORTA SUEROS, 2 CHATAS METALICAS,.................",PIEZA,1,,,BALDERRAMA MARTINEZ OSVALDO ALVARO,46010,46010,1,46010,46010,Contratado,Cronograma,,,,
20-1401-00-1048868-0-E,1,4217000,34200,"125 ALCOHOL EN GEL, 125 CAJAS GUANTES DE LATEX, 125 CAJAS BARBIJOS DESACHABLE (STRIA MUNICIPAL DE ECONOMIA Y HACIENDA - UNIDAD RECAUDACIONES ALM-P- 00679-2020)",CAJAS,125,,,DAZA FLORES OSCAR BERNARDO,210,26250,125,210,26250,Contratado,Cronograma,,,,
20-1401-00-1048870-0-E,1,4217000,34200,"85 PZAS. ALCOHOL EN GEL, 85 CAJAS GUANTES DE LATEX, 85 CAJAS BARBIJOS DESECHABLE (STRIA. MUNICIPAL DE ECONOMIA Y HACIENDA -UNIDAD RECAUDADORA ALM-P- 00675/20)",CAJA,1,,,DAZA FLORES OSCAR BERNARDO,27370,27370,1,27370,27370,Contratado,Cronograma,,,,
20-1401-00-1048872-0-E,1,4217000,34200,162 CAJAS BARBIJOS DESECHABLES CAJA DE 50 UNIDADES (DIRECCION DE GESTION DE RECURSOS HUMANOS ALM-P-00839/20),CCAJA,162,,,DAZA FLORES OSCAR BERNARDO,210,34020,162,210,34020,Contratado,Cronograma,,,,
20-1401-00-1048873-0-E,1,4618000,34200,"324 PZAS. ALCOHOL EN GEL FRASCO DE 380 G, 162 CAJAS DE GUANTES DESECHABLES CAJA DE 50 PARES, 162 CAJAS BARBIJO DESECHABLES CAJA DE 50 UNIDADES (DIRECCION DE GESTION DE RECURSOS HUMANOS - PERSONAL DESP",CAJA,1,,,DAZA FLORES OSCAR BERNARDO,20412,20412,1,20412,20412,Contratado,Cronograma,,,,
20-1401-00-1049114-0-E,1,1411000,32200,30000 TRIPTICOS FULL COLOR (UNIDAD DE SALUD MUNICIPAL - PROMOCION ACCIONES PARA LA APLICACION DE LA CUARENTENA ALM-P- 00601/20),PIEZA,30000,,,MAC IMPRESORES S.R.L.,0.82,24600,30000,0.82,24600,Contratado,Cronograma,,,,
20-1401-00-1049115-0-E,1,1411000,32200,30000 TRIPTICOS FULL COLOR AMBAS CARAS PARA PREVENCION COVID- 19 PAPEL COUCHE DE 150 GRS. (UNIDAD DE SALUD MUNICIPAL ALM-P-00574/20),UNIDAD,30000,,,MAC IMPRESORES S.R.L.,0.8,24000,30000,0.8,24000,Contratado,Cronograma,,,,
20-1401-00-1049763-0-E,1,4214000,39400,"2 LINTERNA DE USO MEDICO, 1 TENSIOMETRO DEGITAL, 2 PORTA PINZA DE TRASPASO, 1 MESA DE MAYO PARA INSTRUMENTAL, 5 VELADOR DE DOS GAVETAS, 5 TUBOS DE OXIGENO, 12 GRADILLAS METALICAS DE 3 PELDAÑOS , 2 PZA",PIEZA,1,,,BALDERRAMA MARTINEZ OSVALDO ALVARO,43944,43944,1,43944,43944,Contratado,Cronograma,,,,
20-1401-00-1050417-0-E,1,4214000,33300,"24 CAJAS BARBIJO QUIRURJICO, 210 PARES GUANTES DE CUERO VAQUETA, 210 PAR LENES TRANSPARENTES AINTICAIDAS/PROTECCION UV, 100 PZAS ALCOHOL EN GEL 350 ML, 4 PZAS FUMIGADOR MANUAL 20 LTS., 4 PZAS TERMOMET",PARES,1,,,ADELA ALCALA POMA,20716,20716,1,20716,20716,Contratado,Cronograma,,,,
20-1401-00-1050420-0-E,1,4713000,39100,"300 PZAS ESCOBA DE PAJA DE PRIMERA DE 50CM. DE ALTO Y 40CM DE ANCHO DOBLE CON SU PALO DE MADERA, 150 PZAS. RECOGERDOR DE BASURA DE LATA DE ALCOHOL CON MANGO DE MADERA (UNIDAD DE PAISAJISMO Y FORESTACI",PIEZA,1,,,IBAÑEZ GOMEZ DE HINOJOSA RUTH ALINA,20250,20250,1,20250,20250,Contratado,Cronograma,,,,
20-1401-00-1051303-0-E,1,4214000,34200,"39 PZAS. MASCARA CON 2 RESPIRADORES CON LENTES DE PROTECCION, 10 BIDON CLOREXIDINA AL 4% XX 5 LTS., 600 ALCOHOL EN GEL X 500 ML, 50 BOLSA GORRO CORRUGADO DESCARTABLE X100 UNID. (UNIDAD DE SALUD MUNICI",PIEZA,1,,,BALDERRAMA MARTINEZ OSVALDO ALVARO,31325,31325,1,31325,31325,Contratado,Cronograma,,,,
20-1402-00-1039929-0-E,1,4713000,39100,CLORITO DESINFECTANTE BLANQUEADOR DE 36 GR. POR LITRO DE CONCENTRACIÓN MARCA CLARITA FRASCO DE 5 LITRO,BIDON,200,,,LIMPIEZA GROUP S.R.L.,50,10000,,,,Contratado,Cronograma,,,,
20-1402-00-1039929-0-E,2,4713000,39100,CLORITO DESINFECTANTE BLANQUEADOR DE 36 GR. POR LITRO DE CONCENTRACIÓN MARCA CLARITA FRASCO DE 1 LITRO,FRASCO,1000,,,LIMPIEZA GROUP S.R.L.,11,11000,,,,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,1,3116000,34500,CINTA AISLANTE GRANDE,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,15,60,4,15,60,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,2,3116000,34600,LAVAMANOS DE ACERO INOXIDABLE,PZA,1,,,SALINAS LAURA DE CATARI IRMA SALOME,70,70,1,70,70,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,3,3116000,31300,CALLAPO,PZA,80,,,SALINAS LAURA DE CATARI IRMA SALOME,20,1600,80,20,1600,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,4,3116000,34500,BARNIZ,LT,1,,,SALINAS LAURA DE CATARI IRMA SALOME,50,50,1,50,50,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,5,3116000,34500,NIPLE,PZA,3,,,SALINAS LAURA DE CATARI IRMA SALOME,10,30,3,10,30,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,6,3116000,39700,CABLE N° 10,ROLLO,1,,,SALINAS LAURA DE CATARI IRMA SALOME,202,202,1,202,202,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,7,3116000,34500,PINTURA SINTETICA DE 1 LT MONOPOL,LT,6,,,SALINAS LAURA DE CATARI IRMA SALOME,40,240,6,40,240,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,8,3116000,34600,"LLAVE DE PASO DE 1/2""",PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,50,200,4,50,200,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,9,3116000,34500,ROBACORRIENTE,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,25,100,4,25,100,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,10,3116000,34500,"REDUCTOR DE 3/4"" A 1""",PZA,15,,,SALINAS LAURA DE CATARI IRMA SALOME,6,90,15,6,90,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,11,3116000,34500,"CODOS 1""",PZA,3,,,SALINAS LAURA DE CATARI IRMA SALOME,8,24,3,8,24,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,12,3116000,34600,LETRERO,PZA,1,,,SALINAS LAURA DE CATARI IRMA SALOME,2619.4,2619.4,1,2619.4,2619.4,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,13,3116000,34500,LINOLIO 2 X 1,ROLLO,3,,,SALINAS LAURA DE CATARI IRMA SALOME,2100,6300,3,2100,6300,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,14,3116000,34200,PINTURA LATEX 18 LT,BALDE,7,,,SALINAS LAURA DE CATARI IRMA SALOME,400,2800,7,400,2800,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,15,3116000,34500,"CODO DE 1/2""",PZA,15,,,SALINAS LAURA DE CATARI IRMA SALOME,5,75,15,5,75,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,16,3116000,34500,"TEFLON 3/4""",PAQUET E,6,,,SALINAS LAURA DE CATARI IRMA SALOME,36,216,6,36,216,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,17,3116000,34500,TERMICOS 63 AM,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,40.5,162,4,40.5,162,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,18,3116000,39700,"MASQUIN 2""",PZA,8,,,SALINAS LAURA DE CATARI IRMA SALOME,20,160,8,20,160,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,19,3116000,34600,ALAMBRE GALVANIZADO,KG,5,,,SALINAS LAURA DE CATARI IRMA SALOME,12,60,5,12,60,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,20,3116000,34600,GRAMPAS PARA ALAMBRE DE PÚAS,KG,10,,,SALINAS LAURA DE CATARI IRMA SALOME,25,250,10,25,250,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,21,3116000,39700,CABLE N°12,ROLLO,5,,,SALINAS LAURA DE CATARI IRMA SALOME,151,755,5,151,755,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,22,3116000,34600,CHAPAS TRAVEX,PZA,9,,,SALINAS LAURA DE CATARI IRMA SALOME,100,900,9,100,900,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,23,3116000,34500,TOMA CORRIENTE,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,13,52,4,13,52,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,24,3116000,34500,ACCESORIOS PARA BATERÍA DE BAÑOS,PZA,7,,,SALINAS LAURA DE CATARI IRMA SALOME,70,490,7,70,490,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,25,3116000,34500,COPLAS,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,4,16,4,4,16,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,26,3116000,34500,INODORO BLANCO T/BAJO C/ACC.,PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,450,900,2,450,900,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,27,3116000,34500,"TE DE 1/2""",PZA,10,,,SALINAS LAURA DE CATARI IRMA SALOME,5,50,10,5,50,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,28,3116000,34600,"GRIFOS DE 1/2""",PZA,21,,,SALINAS LAURA DE CATARI IRMA SALOME,50,1050,21,50,1050,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,29,3116000,34500,TANQUE DE 490 LT,PZA,21,,,SALINAS LAURA DE CATARI IRMA SALOME,500,10500,21,500,10500,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,30,3116000,34500,CLEFA,BOTE,8,,,SALINAS LAURA DE CATARI IRMA SALOME,10,80,8,10,80,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,31,3116000,34600,"ABRAZADERAS DE 1/2""",PZA,12,,,SALINAS LAURA DE CATARI IRMA SALOME,4.3,51.6,12,4.3,51.6,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,32,3116000,34500,ESTUCO 25 KG,BOLSA,5,,,SALINAS LAURA DE CATARI IRMA SALOME,17,85,5,17,85,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,33,3116000,34500,"CHICOTILLO 1/2 """,PZA,10,,,SALINAS LAURA DE CATARI IRMA SALOME,20,200,10,20,200,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,34,3116000,34600,BASES PARA TANQUE DE AGUA,PZA,17,,,SALINAS LAURA DE CATARI IRMA SALOME,380,6460,17,380,6460,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,35,3116000,34500,TANQUE DE 550 LT,PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,560,1120,2,560,1120,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,36,3116000,34500,"TUBERIA DE 1/2"" PVC",TUBOS,5,,,SALINAS LAURA DE CATARI IRMA SALOME,45,225,5,45,225,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,37,3116000,34200,PINTURA 1 LT,LT,3,,,SALINAS LAURA DE CATARI IRMA SALOME,29,87,3,29,87,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,38,3116000,34500,CEMENTO,BOLSA,1,,,SALINAS LAURA DE CATARI IRMA SALOME,60,60,1,60,60,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,39,3116000,34500,"UNIÓN PATENTE 1""",PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,15,30,2,15,30,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,40,3116000,34500,TANQUE 1000 LT,PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,1250,2500,2,1250,2500,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,41,3116000,34600,"GRAMPAS CABLE 1""",PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,20,40,2,20,40,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,42,3116000,34500,DUCHA ELECTRICA,PZA,4,,,SALINAS LAURA DE CATARI IRMA SALOME,95,380,4,95,380,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,43,3116000,34500,SILICONA,PZA,2,,,SALINAS LAURA DE CATARI IRMA SALOME,27,54,2,27,54,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,44,3116000,34500,INTERRUPTORES,PZA,3,,,SALINAS LAURA DE CATARI IRMA SALOME,13,39,3,13,39,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,45,3116000,34600,REJILLA DE PUERTA,PZA,1,,,SALINAS LAURA DE CATARI IRMA SALOME,1150,1150,1,1150,1150,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,46,3116000,34500,FOCOS LED 38 W,PZA,15,,,SALINAS LAURA DE CATARI IRMA SALOME,30,450,15,30,450,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,47,3116000,34200,PINTURA SPRAY,PZA,14,,,SALINAS LAURA DE CATARI IRMA SALOME,17,238,14,17,238,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,48,3116000,34600,"GRIFOS DE 1/2""",PZA,6,,,SALINAS LAURA DE CATARI IRMA SALOME,50,300,6,50,300,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,49,3116000,34600,"BISAGRA DE 4""",PZA,3,,,SALINAS LAURA DE CATARI IRMA SALOME,10,30,3,10,30,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,50,3116000,34500,FOCOS LED 22 W,PZA,12,,,SALINAS LAURA DE CATARI IRMA SALOME,18,216,12,18,216,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,51,3116000,31300,LIJA,M,10,,,SALINAS LAURA DE CATARI,9,90,10,9,90,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,52,3116000,34600,PUERTA DE ALUMINIO /2.9 X 2.8 M),PZA,1,,,SALINAS LAURA DE CATARI IRMA SALOME,2500,2500,1,2500,2500,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,53,3116000,31300,ALAMBRE,KG,2,,,SALINAS LAURA DE CATARI IRMA SALOME,10,20,2,10,20,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,54,3116000,34600,GRIFO PARA LAVAMANO,PZA,6,,,SALINAS LAURA DE CATARI IRMA SALOME,50,300,6,50,300,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,55,3116000,34500,VIDRIO (48 X 98 CM),PZA,7,,,SALINAS LAURA DE CATARI IRMA SALOME,53,371,7,53,371,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,56,3116000,34600,ALAMBRE DE PÚAS DE 500 M,M,5,,,SALINAS LAURA DE CATARI IRMA SALOME,350,1750,5,350,1750,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,57,3116000,34200,PINTURA SINTETICA 3.6,GALON,4,,,SALINAS LAURA DE CATARI IRMA SALOME,140,560,4,140,560,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,58,3116000,34500,"UNIÓN PATENTE 1/2""",PZA,10,,,SALINAS LAURA DE CATARI IRMA SALOME,10,100,10,10,100,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,59,3116000,34200,TINTES,PZA,24,,,SALINAS LAURA DE CATARI IRMA SALOME,6,144,24,6,144,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,60,3116000,34500,SOCKETS,PZA,20,,,SALINAS LAURA DE CATARI IRMA SALOME,7,140,20,7,140,Contratado,Cronograma,,,,
20-1402-00-1046625-0-E,61,3116000,34500,MASILLA,LT,5,,,SALINAS LAURA DE CATARI IRMA SALOME,25,125,5,25,125,Contratado,Cronograma,,,,
20-1402-00-1049257-0-E,1,4214000,33300,TOALLAS INTERFOLIADAS DE 10 PQ DE 150 UNIDADES,PAQUET ES,340,,,BERNABE COLQUE JOSE MIGUEL,230,78200,340,230,78200,Contratado,Cronograma,,,,
20-1402-00-1049257-0-E,2,4214000,39100,GORROS DE BIOSEGURIDAD,PIEZAS,1000,,,BERNABE COLQUE JOSE MIGUEL,10,10000,1000,10,10000,Contratado,Cronograma,,,,
20-1402-00-1049257-0-E,3,4214000,33300,CUBRE ZAPATOS,PIEZAS,520,,,BERNABE COLQUE JOSE MIGUEL,10,5200,520,10,5200,Contratado,Cronograma,,,,
20-1402-00-1049257-0-E,4,4214000,33300,LENTES DE BIOSEGURIDAD,UNIDAD,200,,,BERNABE COLQUE JOSE MIGUEL,30,6000,200,30,6000,Contratado,Cronograma,,,,
20-1402-00-1049257-0-E,5,4214000,33300,BARBIJOS IMPORTADOS,CAJA,150,,,BERNABE COLQUE JOSE MIGUEL,192,28800,150,192,28800,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,1,4214000,34200,BARBIJOS IMPORTADOS,CAJA  DE 50 PIEZAS,50,,,BERNABE COLQUE JOSE MIGUEL,220,11000,50,220,11000,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,2,4213000,33300,GUANTES DE NITRO,CAJA DE 100 PIEZAS,50,,,BERNABE COLQUE JOSE MIGUEL,192,9600,50,192,9600,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,3,4713000,39100,TURRIL DE GEL,PIEZAS,4,,,BERNABE COLQUE JOSE MIGUEL,11300,45200,4,11300,45200,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,4,4213000,34200,BARBIJO NACIONAL,PIEZAS,1000,,,BERNABE COLQUE JOSE MIGUEL,2.9,2900,1000,2.9,2900,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,5,4214000,34200,LAVANDINA HOSPITALARIA DENSIDAD 1.11 G/CM3,LITROS,1000,,,BERNABE COLQUE JOSE MIGUEL,19,19000,1000,19,19000,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,6,4214000,34200,HIPOCLORITO DE SODIO (NACIONAL),LITROS,500,,,BERNABE COLQUE JOSE MIGUEL,25,12500,500,25,12500,Contratado,Cronograma,,,,
20-1402-00-1051555-0-E,7,4213000,33300,TRAJE DE BIOSEGURIDAD,PIEZAS,200,,,BERNABE COLQUE JOSE MIGUEL,120,24000,200,120,24000,Contratado,Cronograma,,,,
20-1404-00-1044170-0-E,1,4213000,34200,BATA IMPERMEABLE,PIEZA,800,,,INDUSTRIA BOLIVIANA DE SACOS LTDA,10,8000,800,10,8000,Contratado,Cronograma,,,,
