cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1211-00-1050058-0-E,1451,Total Adjudicado:,45330,,,,
21-1531-00-1167546-1-1,1452,Total Referencial:,160790,Total Adjudicado:,141535,Total Recepcionado:,141535
20-1301-00-1052041-0-E,1453,Total Adjudicado:,83266,,,,
20-1201-00-1048796-0-E,1454,Total Adjudicado:,49350,,,,
20-1301-00-1045991-0-E,1455,Total Adjudicado:,30000,Total Recepcionado:,30000,,
20-1205-00-1039918-0-E,1456,Total Adjudicado:,1354350,Total Recepcionado:,1354350,,
20-1508-00-1044032-0-E,1457,Total Adjudicado:,37600,Total Recepcionado:,37600,,
20-1201-00-1041572-0-E,1458,Total Adjudicado:,662085.9,Total Recepcionado:,662085.9,,
20-1425-00-1095895-2-1,1459,Total Referencial:,199752,Total Adjudicado:,199000,Total Recepcionado:,199000
20-1301-00-1051157-0-E,1460,Total Adjudicado:,23350,,,,
21-0047-15-1173677-1-1,1461,Total Referencial:,49950,Total Recepcionado:,37685,,
20-1227-00-1098354-1-1,1462,Total Referencial:,44805,Total Recepcionado:,44805,,
20-1301-00-1046300-0-E,1463,Total Adjudicado:,244215,,,,
20-1221-00-1071811-1-1,1464,Total Referencial:,330600,Total Adjudicado:,247800,Total Recepcionado:,247800
20-1206-00-1090877-1-1,1465,Total Referencial:,107944,Total Recepcionado:,107944,,
20-1317-00-1054086-1-1,1466,Total Referencial:,120000,Total Adjudicado:,110935,Total Recepcionado:,110935
20-1301-00-1049569-0-E,1467,Total Adjudicado:,163000,Total Recepcionado:,163000,,
21-0423-00-1186092-1-1,1468,Total Referencial:,48620,Total Recepcionado:,41170,,
20-1810-00-1046865-0-E,1469,Total Adjudicado:,34564,Total Recepcionado:,34564,,
20-1605-00-1038339-0-E,1470,Total Adjudicado:,42975,Total Recepcionado:,42975,,
20-1228-00-1099578-1-1,1471,Total Referencial:,45455.08,Total Recepcionado:,45455.08,,
20-1227-00-1044099-0-E,1472,Total Adjudicado:,121050,Total Recepcionado:,121050,,
21-1266-00-1129968-1-1,1473,Total Referencial:,38573.08,Total Recepcionado:,38219.68,,
20-1601-00-1041948-0-E,1474,Total Adjudicado:,46200,Total Recepcionado:,46200,,
21-0417-01-1128111-1-1,1475,Total Referencial:,49616,Total Recepcionado:,49616,,
20-1404-00-1087548-1-1,1476,Total Referencial:,60080,Total Recepcionado:,54072,,
20-1301-00-1052195-0-E,1477,Total Adjudicado:,370000,Total Recepcionado:,370000,,
20-0902-01-1047718-0-E,1478,Total Adjudicado:,49950,Total Recepcionado:,49950,,
20-1301-00-1057932-1-1,1479,Total Referencial:,100000,Total Adjudicado:,49375,Total Recepcionado:,49375
21-1701-00-1122241-1-1,1480,Total Referencial:,288680,Total Adjudicado:,229500.6,Total Recepcionado:,229500.6
20-0905-00-1043488-0-E,1481,Total Adjudicado:,352263,Total Recepcionado:,352263,,
20-0417-09-1073662-1-2,1482,Total Referencial:,1000000,Total Adjudicado:,990000,Total Recepcionado:,990000
20-1508-00-1044027-0-E,1483,Total Adjudicado:,20140,Total Recepcionado:,20140,,
20-0418-03-1045659-0-E,1484,Total Adjudicado:,36000,Total Recepcionado:,36000,,
21-0086-00-1112961-1-1,1485,Total Referencial:,21100,Total Recepcionado:,16500,,
21-0142-00-1151480-1-1,1486,Total Referencial:,50000,Total Recepcionado:,32000,,
20-0015-01-1055801-2-1,1487,Total Referencial:,105000,Total Adjudicado:,104300,Total Recepcionado:,104300
21-1501-00-1165931-1-1,1488,Total Referencial:,27570,Total Recepcionado:,20179,,
21-1205-00-1172256-1-1,1489,Total Referencial:,49575,Total Recepcionado:,18375,,
20-0138-00-1077481-1-2,1490,Total Referencial:,156000,Total Adjudicado:,74880,Total Recepcionado:,74880
21-0417-09-1127359-1-1,1491,Total Referencial:,294098,Total Adjudicado:,288096,Total Recepcionado:,288096
21-2337-00-1140345-1-1,1492,Total Referencial:,,,,,
21-1601-00-1149513-1-1,1493,Total Referencial:,50000,Total Recepcionado:,26250,,
20-0903-00-1039247-0-E,1494,Total Adjudicado:,174864,Total Recepcionado:,174864,,
20-1312-00-1048707-0-E,1495,Total Adjudicado:,60060,Total Recepcionado:,60060,,
21-1335-00-1112650-1-1,1496,Total Referencial:,49500,Total Recepcionado:,37125,,
20-0046-22-1044373-0-E,1497,Total Adjudicado:,57400,Total Recepcionado:,57400,,
21-0417-05-1168635-1-1,1498,Total Referencial:,70000,Total Adjudicado:,41250,Total Recepcionado:,41250
20-0905-00-1050320-0-E,1499,Total Adjudicado:,275184,,,,
20-0902-42-1088572-1-1,1500,Total Referencial:,43000,Total Recepcionado:,27000,,
20-1601-00-1098779-1-1,1501,Total Referencial:,29000,Total Recepcionado:,28500,,
20-1519-00-1044092-0-E,1502,Total Adjudicado:,22000,Total Recepcionado:,22000,,
20-1406-00-1074661-1-1,1503,Total Referencial:,36750,Total Recepcionado:,30160,,
20-0417-09-1044786-0-E,1504,Total Adjudicado:,49000,,,,
20-0903-00-1052136-0-E,1505,Total Adjudicado:,17800,Total Recepcionado:,17800,,
20-0660-11-1051869-0-E,1506,Total Adjudicado:,22225.5,Total Recepcionado:,22225.5,,
20-0015-22-1050912-0-E,1507,Total Adjudicado:,30800,Total Recepcionado:,30800,,
21-0951-00-1146391-1-1,1508,Total Referencial:,,,,,
20-1701-00-1098119-1-1,1509,Total Referencial:,49980,Total Recepcionado:,49980,,
20-0046-10-1037510-0-E,1510,Total Adjudicado:,42000,Total Recepcionado:,42000,,
21-0907-08-1146037-1-1,1511,Total Referencial:,49994,Total Recepcionado:,30174.95,,
21-0340-00-1151904-1-2,1512,Total Referencial:,46500,Total Recepcionado:,42585,,
20-1302-00-1039561-0-E,1513,Total Adjudicado:,26000,Total Recepcionado:,26000,,
20-1121-00-1052513-0-E,1514,Total Adjudicado:,48819,Total Recepcionado:,48819,,
21-1601-00-1149496-1-1,1515,Total Referencial:,49545,Total Recepcionado:,29700,,
20-0902-21-1037795-0-E,1516,Total Adjudicado:,48000,Total Recepcionado:,48000,,
21-1302-00-1112137-1-1,1517,Total Referencial:,49990,Total Recepcionado:,40391.4,,
20-0417-09-1039091-2-3,1518,Total Referencial:,273200,Total Adjudicado:,130000,Total Recepcionado:,130000
20-0661-00-1087745-1-1,1519,Total Referencial:,49815,Total Recepcionado:,15498,,
20-0417-03-1049860-0-E,1520,Total Adjudicado:,191620,Total Recepcionado:,191620,,
20-0035-01-1096977-1-1,1521,Total Referencial:,49910,Total Recepcionado:,45080,,
20-0902-00-1031238-0-E,1522,Total Adjudicado:,69265,Total Recepcionado:,69265,,
20-0417-05-1046385-0-E,1523,Total Adjudicado:,49980,Total Recepcionado:,49980,,
20-0417-01-1051402-0-E,1524,Total Adjudicado:,29388.6,Total Recepcionado:,29388.6,,
21-1301-00-1165434-1-1,1525,Total Referencial:,48006.6,Total Recepcionado:,36418.8,,
20-1801-00-1040419-0-E,1526,Total Adjudicado:,101025,Total Recepcionado:,101025,,
21-0902-21-1186621-1-1,1527,Total Referencial:,48000,Total Recepcionado:,14960,,
20-1306-00-1039686-0-E,1528,Total Adjudicado:,55000,Total Recepcionado:,55000,,
20-1227-00-1082271-1-1,1529,Total Referencial:,42500,Total Recepcionado:,42500,,
20-1501-00-1045382-0-E,1530,Total Adjudicado:,46500,Total Recepcionado:,46500,,
20-1101-00-1048958-0-E,1531,Total Adjudicado:,49961,Total Recepcionado:,49961,,
20-0417-01-1074755-1-1,1532,Total Referencial:,879000,Total Recepcionado:,226800,,
20-0417-01-1049598-0-E,1533,Total Adjudicado:,102000,Total Recepcionado:,102000,,
20-0417-04-1047390-0-E,1534,Total Adjudicado:,200000,,,,
20-1406-00-1037976-0-E,1535,Total Adjudicado:,48950,Total Recepcionado:,48950,,
21-1601-00-1123750-1-1,1536,Total Referencial:,50000,Total Recepcionado:,20625,,
20-0342-00-1048145-0-E,1537,Total Adjudicado:,22950,Total Recepcionado:,22950,,
20-0904-00-1041312-0-E,1538,Total Adjudicado:,24800,Total Recepcionado:,24800,,
20-1801-00-1049637-0-E,1539,Total Adjudicado:,373750,Total Recepcionado:,373750,,
21-0025-00-1178927-1-1,1540,Total Referencial:,50000,Total Recepcionado:,50000,,
21-0670-00-1112928-1-1,1541,Total Referencial:,35765,Total Recepcionado:,26293,,
21-1412-00-1124552-1-1,1542,Total Referencial:,45110,Total Recepcionado:,26922,,
21-1501-00-1137482-1-1,1543,Total Referencial:,49640,Total Recepcionado:,25550,,
20-0902-40-1045866-1-1,1544,Total Referencial:,385000,Total Adjudicado:,313500,Total Recepcionado:,313500
20-1336-00-1039179-0-E,1545,Total Adjudicado:,48000,Total Recepcionado:,48000,,
20-0417-09-1046756-0-E,1546,Total Adjudicado:,49980,Total Recepcionado:,49980,,
21-0417-03-1119794-2-1,1547,Total Referencial:,650000,Total Adjudicado:,340000,Total Recepcionado:,340000
21-0423-00-1131722-1-1,1548,Total Referencial:,48000,Total Recepcionado:,48000,,
20-1312-00-1038592-0-E,1549,Total Adjudicado:,49940,Total Recepcionado:,49940,,
21-0046-00-1124930-1-1,1550,Total Referencial:,22470,Total Recepcionado:,9362.5,,
21-0139-00-1111485-1-1,1551,Total Referencial:,28814,Total Recepcionado:,28814,,
20-0417-03-1039047-0-E,1552,Total Adjudicado:,117500,Total Recepcionado:,117500,,
20-1206-00-1049028-0-E,1553,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1304-00-1052598-0-E,1554,Total Adjudicado:,52000,Total Recepcionado:,52000,,
20-1118-00-1044186-0-E,1555,Total Adjudicado:,28800,Total Recepcionado:,28800,,
20-0417-04-1097486-1-1,1556,Total Referencial:,1000000,Total Recepcionado:,1000000,,
20-0015-01-1039760-0-E,1557,Total Adjudicado:,600000,Total Recepcionado:,600000,,
21-0138-00-1125896-1-1,1558,Total Referencial:,49560,Total Recepcionado:,49560,,
21-1702-00-1129074-1-1,1559,Total Referencial:,48380.7,Total Recepcionado:,21687.9,,
20-1605-00-1052088-0-E,1560,Total Adjudicado:,36000,Total Recepcionado:,36000,,
20-0132-00-1045800-0-E,1561,Total Adjudicado:,26250,,,,
20-0046-10-1038937-0-E,1562,Total Adjudicado:,42000,Total Recepcionado:,42000,,
20-0417-09-1070270-1-1,1563,Total Referencial:,900000,Total Adjudicado:,720000,Total Recepcionado:,720000
21-1227-00-1113819-1-1,1564,Total Referencial:,252000,Total Recepcionado:,252000,,
21-0417-09-1121457-1-1,1565,Total Referencial:,46000,Total Recepcionado:,19600,,
21-0046-00-1144842-1-1,1566,Total Referencial:,40042.5,Total Recepcionado:,28632,,
20-0417-09-1090096-1-1,1567,Total Referencial:,198000,Total Adjudicado:,198000,Total Recepcionado:,198000
20-1701-00-1097582-1-1,1568,Total Referencial:,44880,Total Recepcionado:,44880,,
20-0417-09-1046490-0-E,1569,Total Adjudicado:,49750,Total Recepcionado:,49750,,
20-0025-00-1096523-1-1,1570,Total Referencial:,47750,Total Recepcionado:,42615,,
20-0423-00-1051475-0-E,1571,Total Adjudicado:,34500,Total Recepcionado:,34500,,
20-0901-02-1096401-1-1,1572,Total Referencial:,35000,Total Recepcionado:,31500,,
20-1604-00-1045704-0-E,1573,Total Adjudicado:,49994.7,Total Recepcionado:,49994.7,,
20-1501-00-1039880-0-E,1574,Total Adjudicado:,48750,Total Recepcionado:,48750,,
20-0418-07-1048365-0-E,1575,Total Adjudicado:,96000,Total Recepcionado:,96000,,
20-1701-00-1049805-0-E,1576,Total Adjudicado:,49875,,,,
20-0903-00-1039234-0-E,1577,Total Adjudicado:,366522,Total Recepcionado:,366522,,
20-0906-03-1041863-0-E,1578,Total Adjudicado:,40500,Total Recepcionado:,40500,,
20-1601-00-1089343-1-1,1579,Total Referencial:,99996,Total Adjudicado:,74997,Total Recepcionado:,74997
20-1301-00-1046205-0-E,1580,Total Adjudicado:,660000,Total Recepcionado:,660000,,
20-0517-00-1046404-0-E,1581,Total Adjudicado:,43000,Total Recepcionado:,43000,,
21-2315-00-1152870-1-1,1582,Total Referencial:,40143.6,Total Recepcionado:,40143.6,,
20-0660-13-1092758-1-1,1583,Total Referencial:,25996,Total Recepcionado:,20796.8,,
20-1205-00-1099135-1-1,1584,Total Referencial:,405000,Total Recepcionado:,335000,,
20-1803-00-1052076-0-E,1585,Total Adjudicado:,49980,Total Recepcionado:,49980,,
20-0417-09-1069337-2-1,1586,Total Referencial:,140000,Total Adjudicado:,120000,Total Recepcionado:,120000
20-0902-40-1043043-1-1,1587,Total Referencial:,200000,Total Adjudicado:,145000,Total Recepcionado:,145000
20-0417-05-1049209-0-E,1588,Total Adjudicado:,49980,Total Recepcionado:,49980,,
21-0904-00-1134138-1-1,1589,Total Referencial:,36221,Total Recepcionado:,18697.53,,
20-1301-00-1038079-0-E,1590,Total Adjudicado:,48990,Total Recepcionado:,48990,,
20-0417-05-1046386-0-E,1591,Total Adjudicado:,49980,Total Recepcionado:,49980,,
20-0512-00-1036261-0-E,1592,Total Adjudicado:,49680,,,,
20-1731-00-1099409-1-1,1593,Total Referencial:,48650,Total Recepcionado:,48445,,
20-0417-03-1043324-0-E,1594,Total Adjudicado:,131650,Total Recepcionado:,131650,,
20-0903-00-1051535-1-2,1595,Total Referencial:,620333,Total Adjudicado:,410111,Total Recepcionado:,410111
20-0417-04-1097946-1-1,1596,Total Referencial:,30000,Total Recepcionado:,30000,,
20-0660-08-1048509-0-E,1597,Total Adjudicado:,36500,Total Recepcionado:,36500,,
21-0417-03-1113144-1-1,1598,Total Referencial:,49500,Total Recepcionado:,15295.5,,
20-1604-00-1045651-0-E,1599,Total Adjudicado:,49987,Total Recepcionado:,49987,,
21-1502-00-1118996-1-1,1600,Total Referencial:,48000,Total Recepcionado:,48000,,
20-0906-00-1041376-0-E,1601,Total Adjudicado:,482500,Total Recepcionado:,482500,,
20-0030-00-1048655-0-E,1602,Total Adjudicado:,47980,Total Recepcionado:,47980,,
20-0902-01-1059920-1-2,1603,Total Referencial:,270000,Total Adjudicado:,243000,Total Recepcionado:,243000
21-0578-00-1137505-1-1,1604,Total Referencial:,31500,Total Recepcionado:,22500,,
20-0417-05-1043826-0-E,1605,Total Adjudicado:,22893,Total Recepcionado:,22893,,
21-0142-00-1153195-1-1,1606,Total Referencial:,250000,Total Adjudicado:,157500,Total Recepcionado:,157500
20-1601-00-1091188-1-1,1607,Total Referencial:,50000,Total Recepcionado:,19375,,
20-1260-00-1092704-1-1,1608,Total Referencial:,32310,Total Recepcionado:,32310,,
21-0907-08-1182587-1-1,1609,Total Referencial:,49950,Total Recepcionado:,33750,,
21-0902-42-1172430-1-1,1610,Total Referencial:,340740,Total Adjudicado:,339540,Total Recepcionado:,339540
20-0902-39-1046349-1-1,1611,Total Referencial:,140000,Total Adjudicado:,127200,Total Recepcionado:,127200
20-0417-09-1049306-1-2,1612,Total Referencial:,990000,Total Adjudicado:,108000,Total Recepcionado:,108000
20-0905-00-1040122-0-E,1613,Total Adjudicado:,28000,Total Recepcionado:,28000,,
21-0423-00-1131729-1-1,1614,Total Referencial:,50000,Total Recepcionado:,50000,,
20-0417-09-1088800-1-1,1615,Total Referencial:,119600,Total Adjudicado:,119080,Total Recepcionado:,119080
21-0901-02-1175530-1-1,1616,Total Referencial:,34875,Total Recepcionado:,13950,,
20-0417-09-1080753-1-1,1617,Total Referencial:,200000,Total Adjudicado:,62250,Total Recepcionado:,62250
20-1302-00-1048244-0-E,1618,Total Adjudicado:,24578,Total Recepcionado:,24578,,
21-0203-00-1106499-1-1,1619,Total Referencial:,36800,Total Recepcionado:,29219.2,,
20-1115-00-1046941-0-E,1620,Total Adjudicado:,49875,Total Recepcionado:,49875,,
20-0046-37-1047811-0-E,1621,Total Adjudicado:,49450,Total Recepcionado:,49450,,
21-1734-00-1106221-1-1,1622,Total Referencial:,48335,Total Recepcionado:,37977.5,,
21-1605-00-1157866-1-1,1623,Total Referencial:,20793,Total Recepcionado:,17925,,
21-1310-00-1107529-1-1,1624,Total Referencial:,40881.8,Total Recepcionado:,37706,,
20-0417-06-1056868-1-1,1625,Total Referencial:,170000,Total Adjudicado:,54000,Total Recepcionado:,54000
20-1320-00-1051155-0-E,1626,Total Adjudicado:,25900,Total Recepcionado:,25900,,
21-0145-00-1121930-1-1,1627,Total Referencial:,660000,Total Adjudicado:,183700,Total Recepcionado:,183700
21-1406-00-1142662-1-1,1628,Total Referencial:,,,,,
20-0417-05-1038692-0-E,1629,Total Adjudicado:,36400,Total Recepcionado:,36400,,
20-0417-09-1054544-1-2,1630,Total Referencial:,999930,Total Adjudicado:,245020.87999999998,Total Recepcionado:,245020.87999999998
21-0145-00-1122005-1-2,1631,Total Referencial:,113750,Total Adjudicado:,54250,Total Recepcionado:,54250
21-0086-00-1149744-1-1,1632,Total Referencial:,38680,Total Recepcionado:,21100,,
20-0046-17-1041411-0-E,1633,Total Adjudicado:,42500,,,,
21-0417-03-1177090-1-1,1634,Total Referencial:,45600,Total Recepcionado:,28454.4,,
21-0951-00-1128584-1-1,1635,Total Referencial:,49910,Total Recepcionado:,36890,,
20-0902-43-1048236-0-E,1636,Total Adjudicado:,48608,Total Recepcionado:,48608,,
21-0046-00-1174277-1-1,1637,Total Referencial:,30240,Total Recepcionado:,20160,,
20-0901-13-1097071-1-1,1638,Total Referencial:,30436,Total Recepcionado:,14750,,
20-0417-09-1091051-1-1,1639,Total Referencial:,300000,Total Adjudicado:,300000,Total Recepcionado:,300000
20-0660-09-1039478-0-E,1640,Total Adjudicado:,49999,Total Recepcionado:,49999,,
20-0418-03-1042468-0-E,1641,Total Adjudicado:,41010,Total Recepcionado:,41010,,
20-0903-00-1047513-0-E,1642,Total Adjudicado:,73780,Total Recepcionado:,73780,,
21-0340-00-1149463-1-1,1643,Total Referencial:,76069,Total Adjudicado:,47802,Total Recepcionado:,47802
20-0134-00-1050398-0-E,1644,Total Adjudicado:,24000,,,,
20-0906-00-1039738-0-E,1645,Total Adjudicado:,800000,Total Recepcionado:,800000,,
21-1206-00-1128854-1-1,1646,Total Referencial:,49500,Total Recepcionado:,49500,,
20-0020-00-1048549-0-E,1647,Total Adjudicado:,4320000,Total Recepcionado:,4320000,,
21-0030-00-1141528-1-1,1648,Total Referencial:,49750,Total Recepcionado:,41650,,
20-0650-01-1050515-0-E,1649,Total Adjudicado:,48600,Total Recepcionado:,48600,,
20-0902-01-1046845-1-1,1650,Total Referencial:,199500,Total Adjudicado:,179550,Total Recepcionado:,179550
20-1501-00-1041969-0-E,1651,Total Adjudicado:,211000,Total Recepcionado:,211000,,
20-1201-18-1045209-0-E,1652,Total Adjudicado:,115600,Total Recepcionado:,115600,,
20-0906-03-1048883-0-E,1653,Total Adjudicado:,40500,Total Recepcionado:,40500,,
20-1301-00-1091284-1-1,1654,Total Referencial:,195000,Total Recepcionado:,165000,,
20-1302-00-1037747-0-E,1655,Total Adjudicado:,49980,Total Recepcionado:,49980,,
21-0203-00-1143495-2-1,1656,Total Referencial:,49800,Total Recepcionado:,44500,,
20-1124-00-1048172-0-E,1657,Total Adjudicado:,33700,Total Recepcionado:,33700,,
20-0902-40-1037922-0-E,1658,Total Adjudicado:,40000,Total Recepcionado:,40000,,
20-0417-09-1034893-0-E,1659,Total Adjudicado:,43000,Total Recepcionado:,43000,,
20-0382-00-1052155-0-E,1660,Total Adjudicado:,42300,Total Recepcionado:,42300,,
20-1704-00-1078233-1-1,1661,Total Referencial:,49896,Total Recepcionado:,28800,,
21-1303-00-1165385-1-1,1662,Total Referencial:,42848,Total Recepcionado:,34299.42,,
20-1201-00-1044557-0-E,1663,Total Adjudicado:,50000,Total Recepcionado:,50000,,
21-1601-00-1112059-1-1,1664,Total Referencial:,48720,Total Recepcionado:,33408,,
20-1124-00-1048369-0-E,1665,Total Adjudicado:,58500,Total Recepcionado:,58500,,
21-0340-00-1141718-1-1,1666,Total Referencial:,28000,Total Recepcionado:,9600,,
20-0423-00-1087043-1-1,1667,Total Referencial:,48505,Total Recepcionado:,18148.5,,
20-0902-21-1037792-0-E,1668,Total Adjudicado:,49500,Total Recepcionado:,49500,,
21-0046-00-1161848-1-1,1669,Total Referencial:,34965,Total Recepcionado:,15540,,
21-0417-09-1163065-1-1,1670,Total Referencial:,60000,Total Adjudicado:,54000,Total Recepcionado:,54000
20-0046-00-1039924-0-E,1671,Total Adjudicado:,224545,Total Recepcionado:,224545,,
20-0903-00-1041236-0-E,1672,Total Adjudicado:,507400,Total Recepcionado:,507400,,
20-1201-00-1052247-0-E,1673,Total Adjudicado:,49500,,,,
20-0901-02-1046968-0-E,1674,Total Adjudicado:,315000,Total Recepcionado:,315000,,
20-1341-00-1070330-1-1,1675,Total Referencial:,30542,Total Adjudicado:,29542,Total Recepcionado:,29542
20-1341-00-1070330-1-1,1675,Total Referencial:,40958,Total Adjudicado:,37527.4,Total Recepcionado:,37527.4
20-0170-00-1043762-0-E,1676,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1260-00-1038785-0-E,1677,Total Adjudicado:,24561,Total Recepcionado:,24561,,
21-0902-39-1141550-1-1,1678,Total Referencial:,176805,Total Adjudicado:,126626.5,Total Recepcionado:,126626.5
20-0132-00-1041716-0-E,1679,Total Adjudicado:,49994,,,,
20-0418-11-1046851-0-E,1680,Total Adjudicado:,28140,Total Recepcionado:,28140,,
20-0660-13-1052453-0-E,1681,Total Adjudicado:,41451.7,Total Recepcionado:,41451.7,,
20-1260-00-1038662-0-E,1682,Total Adjudicado:,30000,Total Recepcionado:,30000,,
20-0901-02-1047398-0-E,1683,Total Adjudicado:,325845,Total Recepcionado:,325845,,
21-0423-00-1140787-1-1,1684,Total Referencial:,49250,Total Recepcionado:,36350,,
21-0423-00-1107704-1-1,1685,Total Referencial:,49980,Total Recepcionado:,35414.4,,
20-1501-00-1043316-0-E,1686,Total Adjudicado:,499980,Total Recepcionado:,499980,,
20-0418-03-1041692-0-E,1687,Total Adjudicado:,90000,Total Recepcionado:,90000,,
21-0006-00-1149354-1-1,1688,Total Referencial:,23000,Total Recepcionado:,13450,,
21-0385-00-1150966-1-1,1689,Total Referencial:,46250,Total Recepcionado:,37000,,
