tema,cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
covid,20-0417-04-1047226-0-E,Caja Nacional De Salud Regional Cochabamba,Bienes,CD,Compra Casete De Prueba Rapida Covid-19 Igm/Igg,Contratado,NA,NA,2020-06-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Boris Javier Alarcon Hinojosa (Telf: 4234378),NA,NA,-,NA,2020-06-16,Cochabamba,NB-SABS (D.S.0181),1,4112000,34200,CASETE DE PRUEBA RAPIDA COVID-19 IGM/IGG,CAJA,200,NA,NA,MALTA&ASOCIADOS  S.R.L.,4000,800000,NA,NA,NA,Contratado,Cronograma
covid,20-1303-00-1047229-0-E,Gobierno Autonomo Municipal De Sipe Sipe,Bienes,CM,Compra De Equipos E Insumos Para El Area De Aislamiento Covid-19 Del Hospital Mallco Rancho,Contratado,NA,NA,2020-06-30,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Leonardo Hinojosa Siles (Telf: 4381932),NA,NA,-,NA,2020-05-13,Cochabamba,NB-SABS (D.S.0181),1,4214000,43400,COMPRA DE EQUIPOS E INSUMOS PARA EL AREA DE AISLAMIENTO COVID-19 DEL HOSPITAL MALLCO RANCHO,GLOBAL,1,NA,NA,VELIZ GUZMAN ISAIAS,49650,49650,1,49650,49650,Contratado,Cronograma
pandemia,20-1601-00-1047352-0-E,Gobierno Autonomo Municipal De Tarija,Bienes,CD,Trigesima Adquisicion De Mascarillas Protectoras De Bioseguridad Para La Atencion De La Pandemia Del Corona Virus,Contratado,NA,NA,2020-06-30,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Samuel Segovia Ugarte (Telf: 6643211 - 6643216),NA,NA,-,NA,2020-06-15,Tarija,NB-SABS (D.S.0181),1,5310000,33300,TRIGESIMA ADQUISICION DE MASCARILLAS PROTECTORAS DE BIOSEGURIDAD PARA LA ATENCION DE LA PANDEMIA DEL CORONA VIRUS,UNIDAD,1,NA,NA,ESTRADA PALAZUELOS CARLA ANGELICA,50000,50000,NA,NA,NA,Contratado,Cronograma
respirador,20-0417-04-1047247-0-E,Caja Nacional De Salud Regional Cochabamba,Bienes,CD,Compra Respiradores N95 Para Supervision Regional De Enfermeria Gestion 2020,Contratado,NA,NA,2020-06-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Boris Javier Alarcon Hinojosa (Telf: 4234378),NA,NA,-,NA,2020-04-15,Cochabamba,NB-SABS (D.S.0181),1,4213000,34200,RESPIRADORES N95,PIEZA,5000,NA,NA,MAYTA PATZI ELOY ROMAN,60,300000,NA,NA,NA,Contratado,Cronograma
barbijo,20-0901-02-1047398-0-E,Servicio Departamental De Salud Chuquisaca,Bienes,CD,Adquisicion De Insumos De Bioseguridad (Barbijos Clinicos) Para El Fortalecimiento De Capacidades De Redes De Salud Para La Atención De Pacientes Con Sospecha De Coronavirus Covid - 19 En Conformidad Al D.S. 4174 Para Sedes Ch.,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ricardo Serrano Machuca (Telf: 64-53147 - 64-54891),NA,NA,-,NA,2020-06-01,Chuquisaca,D.S. 4174 (COVID-19),1,4218000,34200,ADQUISICION DE INSUMOS DE BIOSEGURIDAD (BARBIJOS CLINICOS) PARA EL FORTALECIMIENTO DE CAPACIDADES DE REDES DE SALUD PARA LA ATENCIÓN DE PACIENTES CON SOSPECHA DE CORONAVIRUS COVID - 19 EN CONFORMIDAD,CAJA DE 50 UNIDADE S,1671,NA,NA,RODRIGUEZ RIOS FERNANDO,195,325845,1671,195,325845,Contratado,Cronograma
barbijo,20-0417-04-1047390-0-E,Caja Nacional De Salud Regional Cochabamba,Bienes,CD,Compra Barbijos Descartables Para Supervision Regional De Enfermeria Gestion 2020,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Boris Javier Alarcon Hinojosa (Telf: 4234378),NA,NA,-,NA,2020-04-15,Cochabamba,NB-SABS (D.S.0181),1,4213000,34200,BARBIJOS DESCARTABLES,PIEZA,50000,NA,NA,MAYTA PATZI ELOY ROMAN,4,200000,NA,NA,NA,Contratado,Cronograma
coronavirus,20-1279-00-1047601-0-E,Gobierno Autonomo Municipal De Jesus De Machaca,Bienes,CM,Prevencion Control Y Atencion Del Coronavirus (Adquisicion De Equipamiento Para Centros De Salud De Gamjm),Contratado,NA,NA,2020-07-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Freddy Apaza Cruz (Telf: 73583432),NA,NA,-,NA,2020-06-08,La Paz,NB-SABS (D.S.0181),1,4213000,33200,SABANAS  Y SOBRE SABANAS DE PLAZA 1 1/2,PIEZA,12,NA,NA,AGUILAR HERRERA LIDIA,190,2280,12,190,2280,Contratado,Cronograma
coronavirus,20-0906-03-1047604-0-E,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,"Adquisicion De Productos De Artes Graficas (Banner, Tripticos, Volantes Y Letreros) Programa Coronavirus Sedes Tarija",Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rolando Lizarazu Garzon (Telf: 4-6643257),NA,NA,-,NA,2020-05-25,Tarija,NB-SABS (D.S.0181),1,1411000,32200,VOLANTE CORONAVIRUS - DENGUE: ( TAMAñO MEDIO OFICIO EN PAPEL COUCHE DE 115 GRAMOS FULL COLOR),UNIDAD,20000,NA,NA,SOLIZ CHOQUE PAOLA PATRICIA,0.29,5800,20000,0.29,5800,Contratado,Cronograma
covid,20-0906-03-1047401-0-E,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,Instrumental Menor Medico-Quirurgico Y Equipo Medico Y De Laboratorio - Programa Covid Sedes Tarija,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rolando Lizarazu Garzon (Telf: 4-6643257),NA,NA,-,NA,2020-06-24,Tarija,NB-SABS (D.S.0181),1,4111000,39400,PINZAS ANGULADAS,PZAS,2,NA,NA,EMPRESA  SUMINISTRO DEL LABORATORIO CIENTIFICO S.R.L.,25,50,2,25,50,Contratado,Cronograma
covid,20-1327-00-1047559-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Adquisicion De 2 Termo Nebulizadores Para Fumigacion Del Virus Covid 19,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14),NA,NA,-,NA,2020-04-28,Cochabamba,NB-SABS (D.S.0181),1,2711000,43700,ADQUISICION DE 2 TERMO NEBULIZADORES PARA FUMIGACION DEL VIRUS COVID 19,GLOBAL,2,NA,NA,AGROFARVET SRL,12700,25400,2,12700,25400,Contratado,Cronograma
covid,20-0206-00-1047138-0-E,Instituto Nacional De Estadistica - Ine,Bienes,CM,Adquisiciã??N De Insumos De Bioseguridad Individuales Para Personal Del Ine Por La Emergencia Sanitaria Covid-19,Contratado,NA,NA,2020-07-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Chester Paul Nava Velarde (Telf: 2222333),NA,NA,-,NA,2020-06-10,La Paz,NB-SABS (D.S.0181),1,4713000,34500,ATOMIZADOR DE PLASTICO CON DEPOSITO,PIEZA,250,NA,NA,PONCE TORREZ WENDY VERONICA,18,4500,250,18,4500,Contratado,Cronograma
covid,20-0908-00-1047515-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Tres Aspirador Quirurgicos Adulto Y Pediatrico Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-16,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICION DE EQUIPOS MEDICOS TRES ASPIRADOR QUIRURGICOS ADULTO Y PEDIATRICO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,PIEZA,3,NA,NA,MEDIPORT S.R.L,16000,48000,3,16000,48000,Contratado,Cronograma
cuarentena,20-0224-00-1047386-0-E,Insumos Bolivia,Bienes,OF,Compra De Envases De Lata Para Piña-Pppyp Ivirgarzama - 4ta Compra En Cuarentena,Contratado,NA,NA,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Andrea Jessica Claros Chavez (Telf: 2-408191),NA,NA,-,NA,2020-06-23,La Paz,Otra Normativa especifica,1,3110000,34600,COMPRA DE ENVASES DE LATA PARA PIÑA PPPYP IVIRGARZAMA - 4TA COMPRA EN CUARENTENA,ENVASES DE LATA,74100,NA,NA,FABRICA BOLIVIANA DE ENVASES S.A.,2.61,193401,74100,2.61,193401,Contratado,Cronograma
barbijo,20-0902-01-1047718-0-E,Servicio Departamental De Salud La Paz Sedes,Bienes,CM,Adquisición Barbijo Descartable Para Covid - 19,Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Marco Antonio Ondarza Cofiel (Telf: 2443885),NA,NA,-,NA,2020-06-29,La Paz,NB-SABS (D.S.0181),1,4213000,34500,BARBIJOS DESCARTABLES,PIEZAS,16650,NA,NA,HERRACRUZ S.A.,3,49950,16650,3,49950,Contratado,Cronograma
barbijo,20-0905-00-1047061-0-E,Gobierno Autónomo Departamental De Potosí,Bienes,EM,Adquisicion De Productos Quimicos Y Farmaceuticos (Barbijos Kn95-Ffp2 Y Guantes De Nitrilo)  Para La Prevencion De La Emergencia Sanitaria  Covid-19,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Eva Basagoitia Quispe (Telf: 6229679),NA,NA,-,NA,2020-06-23,Potosi,NB-SABS (D.S.0181),1,4112000,34200,BARBIJOS KN95 MODELO (LDN95) CLASIFICACION FFP2,PZA.,5000,NA,NA,STEPHANY REYNA LLANOS MERCADO,22,110000,5000,22,110000,Contratado,Cronograma
barbijo,20-0903-00-1047513-0-E,Gobierno Autónomo Departamental De Cochabamba,Bienes,CD,"Adquisicion De Barbijos Quirurgicos Y Barbijos Kn95,Para El Almacen De Farmacia Del Hospital Clinico Viedma",Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Marianela Yujra Rengel (Telf: 4519121-4255253),NA,NA,-,NA,2020-06-15,Cochabamba,NB-SABS (D.S.0181),1,4214000,34200,BARBIJOS QUIRURGICOS,PIEZAS,15960,NA,NA,PRODUCTOS TEXTILES PREMIER PROTEX S.R.L.,3,47880,15960,3,47880,Contratado,Cronograma
coronavirus,20-1605-00-1047199-0-E,Gobierno Autonomo Municipal De Carapari,Bienes,CD,"Prevencion, Control Y Atencion Del Coronavirus (Adquisicion De Insumos Medicos De Bioseguridad)",Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Rossy Lorena Rodriguez Ruiz (Telf: 046136032),NA,NA,-,NA,2020-06-12,Tarija,NB-SABS (D.S.0181),1,4112000,34200,BARBIJOS KN 9 CON VALVULAS 5 CAPAS GRUESAS DE PROTECCION RESISTEN EFISCASMENTE PINZA NASAL AJUSTABLE,PIEZAS,1200,NA,NA,SILVA GONZALES ALBERTO ADRIAN,30,36000,1200,30,36000,Contratado,Cronograma
coronavirus,20-1225-00-1047770-0-E,Gobierno Autonomo Municipal De Ancoraimes,Bienes,EM,"Prevencion, Control Y Atencion Del Coronavirus Covid-19 (Adq. De Viveres Para Canasta Familiar Solidaria)",Contratado,NA,NA,2020-07-02,InformeRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yoban Mendoza Huallpa (Telf: 22135347),NA,NA,-,NA,2020-06-25,La Paz,NB-SABS (D.S.0181),1,5022000,31150,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS COVID-19 (ADQ. DE VIVERES PARA CANASTA FAMILIAR SOLIDARIA)",GLOBAL,1,NA,NA,QUISPE VILLCA FLORA,169920,169920,1,169920,169920,Contratado,Cronograma
coronavirus,20-0903-00-1047642-0-E,Gobierno Autónomo Departamental De Cochabamba,Bienes,CD,Adquisicion De Mesa De Acero Inoxidable Para El Area De Aislamiento De Coronavirus Del Hospital Clinico Viedma,Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Mery Rosario Camacho Vargas (Telf: 4519121-4255253),NA,NA,-,NA,2020-06-17,Cochabamba,NB-SABS (D.S.0181),1,4219000,43110,"MESA DE DOS NIVELES CON SOPORTE PARA PAPEL EN ACERO INOXIDABLE DE 1,20 CM X 60 CM X 85 CM X 5 CM",PIEZA,2,NA,NA,SUPERINOX S.R.L.,6200,12400,2,6200,12400,Contratado,Cronograma
coronavirus,20-0903-00-1047607-0-E,Gobierno Autónomo Departamental De Cochabamba,Bienes,CD,Adquisicion De Casilleros De Tres Cuerpos Para El Area De Aislamiento De Coronavirus Del Hospital Clinico Viedma,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Mery Rosario Camacho Vargas (Telf: 4519121-4255253),NA,NA,-,NA,2020-06-17,Cochabamba,NB-SABS (D.S.0181),1,4219000,43110,CASILLERO DE TRES CUERPOS,PIEZA,21,NA,NA,FLORES MONTAÑO EDMUNDO FERNANDO,2300,48300,21,2300,48300,Contratado,Cronograma
coronavirus,20-1301-00-1047410-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CD,"Adquisicion De Equipos De Desinfeccion Uv Y Camilla Con Capsula Para La Prevencion, Control Y Atencion Del Coronavirus",Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),NA,NA,-,NA,2020-06-10,Cochabamba,NB-SABS (D.S.0181),1,4214000,43400,CAMILLA CON CAPSULA,PIEZA,4,NA,NA,VARGAS YAÑEZ KLAUS DANIEL,35000,140000,4,35000,140000,Contratado,Cronograma
coronavirus,20-0418-07-1047680-0-E,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Bienes,CD,"Adquisición De Insumos Hospitalarios (Mamelucos De Bioseguridad, Mamelucos De Bioseguridad Reusables) Para Ejecución Del Plan De Contingencia Departamental Coronavirus Covid 19 Unid Jftra De Servicios De Salud Cps(Ds 4174 Coronavirus-Covid 19)",Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Gabriel Gutierrez Duran (Telf: 3339111),NA,NA,-,NA,2020-05-20,Santa Cruz,D.S. 4174 (COVID-19),1,4213000,33200,MAMELUCOS DE BIOSEGURIDAD,PIEZA,900,NA,NA,SILVA DE SOUZA JEFERSON,130,117000,900,130,117000,Contratado,Cronograma
covid,20-1302-00-1047697-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Pruebas Rapidas Covid - 19 Igg/Igm Para El Servicio De Laboratorio Del Hospital Dr. Benigno Sanchez,Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Claudia Samira Ortega Flores (Telf: 4260095),NA,NA,-,NA,2020-06-25,Cochabamba,NB-SABS (D.S.0181),1,5121000,34200,COVID - 19 IGG/IGM CASSETTE (CAJA = 25 TEST.); MARCA: CROMATEST; PROCEDENCIA:ESPAñA,CAJA,22,NA,NA,IMPORTACION Y DISTRIBUCION DE INSUMOS DE LABORATORIO Y FARMACOS ILABFARMA S.R.L.,2250,49500,22,2250,49500,Contratado,Cronograma
covid,20-0660-09-1047707-0-E,Direccion Administrativa Y Financiera - Organo Judicial - Pando,Bienes,CM,Adquisicion De Camara Web Para La Realizacion De Audiencias Virtuales En Atencion De La Emergencia De Salud Provocada Por El Corona Virus Covid-19,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carlos Gutierrez Gutierrez (Telf: 8422302),NA,NA,-,NA,2020-06-24,Pando,NB-SABS (D.S.0181),1,4321000,39800,ADQUISICION DE CAMARA WEB PARA LA REALIZACION DE AUDIENCIAS VIRTUALES EN ATENCION DE LA EMERGENCIA DE SALUD PROVOCADA POR EL CORONA VIRUS COVID-19,GLOBAL,1,NA,NA,MENDEZ APINAYE NESTOR,42000,42000,1,42000,42000,Contratado,Cronograma
covid,20-0908-00-1047624-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisición De Equipos Medicos Un Monitor Multiparametrico Pediátrico Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-17,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICIóN DE EQUIPOS MEDICOS UN MONITOR MULTIPARAMETRICO PEDIáTRICO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,1,NA,NA,MEDIPORT S.R.L,60000,60000,NA,NA,NA,Contratado,Cronograma
covid,20-0908-00-1047627-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Tres Aspirador Quirurgico Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-03-27,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICION DE EQUIPOS MEDICOS TRES ASPIRADOR QUIRURGICO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,6,NA,NA,MEDIPORT S.R.L,16000,96000,6,16000,96000,Contratado,Cronograma
covid,20-0908-00-1047629-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisición De Equipos Medicos Dos Monitor Multiparametrico Adulto Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-17,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICIóN DE EQUIPOS MEDICOS DOS MONITOR MULTIPARAMETRICO ADULTO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,2,NA,NA,MEDIPORT S.R.L,60000,120000,NA,NA,NA,Contratado,Cronograma
covid,20-0908-00-1047630-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisición De Equipos Medicos Dos Monitor Multiparametrico Adulto Y Pediátrico Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-17,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICIóN DE EQUIPOS MEDICOS DOS MONITOR MULTIPARAMETRICO ADULTO Y PEDIáTRICO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,2,NA,NA,MEDIPORT S.R.L,60000,120000,NA,NA,NA,Contratado,Cronograma
covid,20-0908-00-1047631-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Un Ecografo 2d Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-15,Beni,D.S. 4174 (COVID-19),1,4220000,43400,ADQUISICION DE EQUIPOS MEDICOS UN ECOGRAFO 2D PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,1,NA,NA,HOSPITALIA S.R.L.,105000,105000,1,105000,105000,Contratado,Cronograma
covid,20-0908-00-1047632-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Diez Estabilizador De Corriente De 2000w Para Equipos Hospitalarios Once Estabilizador De 5000w De Corriente Para Equipos Hospitalarios Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-16,Beni,D.S. 4174 (COVID-19),1,3912000,39700,ADQUISICION DE EQUIPOS MEDICOS DIEZ ESTABILIZADOR DE CORRIENTE DE 2000W PARA EQUIPOS HOSPITALARIOS ONCE ESTABILIZADOR DE 5000W DE CORRIENTE PARA EQUIPOS HOSPITALARIOS PARA EL CENTRO CENTINELA COVID- 1,EQUIPO,11,NA,NA,HOSPITALIA S.R.L.,5000,55000,11,5000,55000,Contratado,Cronograma
covid,20-0908-00-1047633-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,"Dquisicion De Equipos Medicos Un Nebulizador Ultrasonico,Dos Lamparas Cuello De Ganso, Una Balanza Pedriatica, Una Balanza De Pie Y Un Laringoscopio Pediatrico Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni",Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-04-21,Beni,D.S. 4174 (COVID-19),1,4229000,43400,"DQUISICION DE EQUIPOS MEDICOS UN NEBULIZADOR ULTRASONICO,DOS LAMPARAS CUELLO DE GANSO, UNA BALANZA PEDRIATICA, UNA BALANZA DE PIE Y UN LARINGOSCOPIO PEDIATRICO PARA EL CENTRO CENTINELA COVID- 19 DEPEN",PIEZA,1,NA,NA,HOSPITALIA S.R.L.,3500,3500,1,3500,3500,Contratado,Cronograma
covid,20-0908-00-1047635-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Dos Nebulizador Hospitalario Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-03-31,Beni,D.S. 4174 (COVID-19),1,4229000,43400,ADQUISICION DE EQUIPOS MEDICOS DOS NEBULIZADOR HOSPITALARIO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,PIEZA,2,NA,NA,HOSPITALIA S.R.L.,13000,26000,2,13000,26000,Contratado,Cronograma
covid,20-0908-00-1047634-0-E,Gobierno Autónomo Departamental Del Beni,Bienes,CD,Adquisicion De Equipos Medicos Una Bomba De Infusion Continua Para El Centro Centinela Covid- 19 Dependiente Del Gobierno Autonomo Departamental Del Beni,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Carmen Mery Castedo Blanco (Telf: 46-24830),NA,NA,-,NA,2020-03-25,Beni,D.S. 3830 SUS,1,4229000,43400,ADQUISICION DE EQUIPOS MEDICOS UNA BOMBA DE INFUSION CONTINUA PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,1,NA,NA,HOSPITALIA S.R.L.,25000,25000,1,25000,25000,Contratado,Cronograma
covid,20-0015-00-1047637-0-E,Ministerio De Gobierno,Bienes,CM,Mascarilla Cubre Boca (3 Capas) Para La Prevenciã?N De La Emergencia Sanitaria Covid-19,Contratado,NA,NA,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jenny Luz Huanca Villegas (Telf: 2440466),NA,NA,-,NA,2020-06-10,La Paz,NB-SABS (D.S.0181),1,4213000,33300,MASCARILLA CUBRE BOCA (3CAPAS),UNIDAD,4500,NA,NA,VILLA IMPERIAL INDUSTRIAL S.R.L.,4.29,19305,4500,4.29,19305,Contratado,Cronograma
