cuce,#,CodigoUNSPSC,ObjetodeGasto,DescripciondelBienoServicio,UnidaddeMedida,Cantidad,PrecioReferencialUnitario,PrecioReferencialTotal,NombreoRazonSocialdelProponenteAdjudicado,PrecioUnitarioAdjudicado,TotalAdjudicado,CantidadRecepcionada,PrecioUnitarioReal,MontoRealejecutado,Estado,Cronograma,Nombreproponente,MontoAdjudicado,Nro.de,Montode,Fechade,Monto,Fechade.1,RUPE,TipodeDocumento,Formulario,Fecha
20-1345-00-1066846-1-2,12,4214000,39400,TALLIMETRO PEDIATRICO,PZA,2.00,950.00,"1,900.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1345-00-1066846-1-2,13,4214000,39400,TENSIOMETROS DIGITALES,PZA,28.00,450.00,"12,600.00",PUIG VARGAS ISRAEL CRISTOFER,299.00,"8,372.00",28.0,299.00,"8,372.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088832-1-1,1,5121000,34200,ANTI-INCRUSTANTE,BOTELLO N,12.0,"2,900.00","34,800.00",,,,12.0,"2,900.00","34,800.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088832-1-1,2,5121000,34200,ACIDO CITRICO DE ALTA PUREZA,BOLSAS,16.0,280.00,"4,480.00",,,,16.0,280.00,"4,480.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088832-1-1,3,5121000,34200,METABISULFITO DE SODIO DE ALTA PUREZA,BOLSAS,20.0,480.00,"9,600.00",,,,20.0,480.00,"9,600.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,1,4226000,39400,Nebulizador,UNIDADE S,"5,00","600,00","3.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"475,00","2.375,00","5,00","475,00","2.375,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,2,4226000,43400,Monitor de signos vitales,EQUIPO,"2,00","21.570,00","43.140,00",TERRAZAS RIVAS MIGUEL ANGEL,"20.950,00","41.900,00","2,00","20.950,00","41.900,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,3,4226000,43400,Balanza Analitica,EQUIPO,"1,00","20.000,00","20.000,00",CORIMEX LTDA,"19.500,00","19.500,00","1,00","19.500,00","19.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,4,4226000,43400,Ecógrafo portátil,EQUIPO,"1,00","98.000,00","98.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"96.990,00","96.990,00","1,00","96.990,00","96.990,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,5,4226000,43400,Refrigerador hospitalario,EQUIPO,"1,00","25.000,00","25.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,6,4226000,43400,Pantoscopio,EQUIPO,"4,00","1.800,00","7.200,00",TERRAZAS RIVAS MIGUEL ANGEL,"1.480,00","5.920,00","4,00","1.480,00","5.920,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,7,4226000,43400,Baño maria,EQUIPO,"1,00","7.000,00","7.000,00",ORIENTE MARVI S.R.L.,"7.000,00","7.000,00","1,00","7.000,00","7.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,8,4226000,43400,Autoclave vertical de vapor,EQUIPO,"1,00","51.000,00","51.000,00",CORIMEX LTDA,"50.000,00","50.000,00","1,00","50.000,00","50.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,9,4226000,43400,Autoclave de vapor,EQUIPO,"2,00","10.000,00","20.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"9.880,00","19.760,00","2,00","9.880,00","19.760,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,10,4226000,43400,Balanza pediátrica digital,EQUIPO,"9,00","2.600,00","23.400,00",TERRAZAS RIVAS MIGUEL ANGEL,"1.890,00","17.010,00","9,00","1.890,00","17.010,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,11,4226000,43400,Balanza digital de piso madre/niño,EQUIPO,"9,00","1.700,00","15.300,00",TERRAZAS RIVAS MIGUEL ANGEL,"1.700,00","15.300,00","9,00","1.700,00","15.300,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,12,4226000,43400,Balanza colgante,EQUIPO,"9,00","1.000,00","9.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"590,00","5.310,00","9,00","590,00","5.310,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,13,4226000,43400,Glucometro,EQUIPO,"4,00","250,00","1.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"240,00","960,00","4,00","240,00","960,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,14,4226000,43400,Detector Fetal,EQUIPO,"4,00","1.000,00","4.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"1.000,00","4.000,00","4,00","1.000,00","4.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,15,4226000,43400,Otoscopio,EQUIPO,"4,00","600,00","2.400,00",TERRAZAS RIVAS MIGUEL ANGEL,"600,00","2.400,00","4,00","600,00","2.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,16,4226000,39400,Estetoscopio,UNIDADE S,"20,00","500,00","10.000,00",TERRAZAS RIVAS MIGUEL ANGEL,"155,00","3.100,00","20,00","155,00","3.100,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1311-00-1083555-1-1,17,4226000,43400,Analizador automático de hematología,EQUIPO,"1,00","80.000,00","80.000,00",ORIENTE MARVI S.R.L.,"78.100,00","78.100,00","1,00","78.100,00","78.100,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1087670-1-1,1,5121000,34200,CEFIXIMA 400MG,COMPRI MIDO,"5.000,00","2,50","12.500,00",,,,"5.000,00","2,50","12.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1087670-1-1,2,5121000,34200,DEXTROMETORFANO BRONHIDRATO 10 mg/5ml,JARABE,"2.000,00","5,00","10.000,00",,,,"2.000,00","5,00","10.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1087670-1-1,3,5121000,34200,METAMIZOL (DIPIRONA) 1G,INYECTA BLE,"2.128,00","1,10","2.340,80",,,,"2.128,00","1,10","2.340,80",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,1,5121000,34200,AZITROMICINA Comprimido 500 mg,UNIDAD,"50.000,0","5,56","278.000,00",,,,"50.000,00","5,56","278.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,2,5121000,34200,IBUPROFENO Comprimido 400 mg,UNIDAD,"150.000,","0,31","46.500,00",,,,"150.000,0 0","0,31","46.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,3,5121000,34200,ANTIGRIPAL (PARACETAMOL + ANTIHISTAMÍNICO + VASOCONSTRICTOR CON O SIN CAFEÍNA) Comprimido Según disponibilidad,UNIDAD,"100.000,","0,48","48.000,00",,,,"100.000,0 0","0,48","48.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,4,5121000,34200,ATRACURIO BESILATO Inyectable 10 mg/ml,UNIDAD,"500,00","44,71","22.355,00",,,,"500,00","44,71","22.355,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,5,5121000,34200,OMEPRAZOL Capsula 20 mg,UNIDAD,"200.000,","0,50","100.000,00",,,,"200.000,0 0","0,50","100.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1088510-1-1,6,5121000,34200,ÁCIDO ACETIL SALICÍLICO Comprimido 100 mg,UNIDAD,"100.000,","0,26","26.000,00",,,,"100.000,0 0","0,26","26.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1095901-1-1,1,1214000,34200,ADQUISICIÓN DE GASES MEDICINALES,GLOBAL,1.00,"149,988.00","149,988.00",NITROX SRL,"116,312.50","116,312.50",1.0,"116,312.50","116,312.50",Contratado,Cronograma 0,,,,,,,,,,,
20-0901-00-1083773-1-1,1,1015000,31300,SEMILLA DE MANI VARIEDAD COLORADO IBOPERENDA,BOLS 35 KG,"327,50","515,00","168.662,50",REYNALES VILLALBA RONALD ROGER,"510,00","167.025,00","327,50","510,00","167.025,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1313-00-1078473-1-1,1,7814000,23200,APERTURA DE CAMINO CHURO ALTO - ALTO CORANI (COVID-19),HORAS,"437,00","574,00","250.838,00",,,,"437,00","574,00","250.838,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1271-00-1076138-1-1,1,7213000,42230,CONST. SALA DE AISLAMIENTO MUNICIPAL PARA COVID-19 SAN PEDRO DE CURAHUARA,GLB.,1.0,"428,842.00","428,842.00",AMPUERO MUÑOZ EMILIANO,"427,136.60","427,136.60",,,,Resuelto,Cronograma 0,,,,,,,,,,,
20-0417-07-1076969-1-1,1,5121000,34200,SURFACTANTE PULMONAR,AMP.,"25,00","1.250,00","31.250,00",,,,"25,00","1.250,00","31.250,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1901-00-1088794-1-1,1,4217000,43400,ADQUISICIÓN DE 5 DOPPLER FETAL,Equipo,5.0,"6,280.00","31,400.00",,,,5.0,"6,280.00","31,400.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,1,4213000,33200,ROPA DE PROTECCION IMPERMEABLE DE 2 PIEZAS LAVABLE CON LOGO DEL HOSPITAL,UNIDAD,270.0,85.0,"22,950.00",MAGNE IQUISE DE VILLANUEVA MARTHA,85.0,"22,950.00",270.0,85.0,"22,950.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,2,4218000,34500,TACHO DE 50 LT. PARA ROPA SUCIA,UNIDAD,20.0,65.0,"1,300.00",IRMA GUZMAN PEREZ,64.0,"1,280.00",20.0,64.0,"1,280.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,3,4218000,34500,ICEPACK / PERRITO,PIEZA,20.0,80.0,"1,600.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,4,4213000,33200,OVEROL DESCARTABLE,PIEZA,200.0,50.0,"10,000.00",IRMA GUZMAN PEREZ,48.0,"9,600.00",200.0,48.0,"9,600.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,5,4213000,33200,BATAS DESCARTABLES,PIEZA,200.0,40.0,"8,000.00",MAGNE IQUISE DE VILLANUEVA MARTHA,39.9,"7,980.00",200.0,39.9,"7,980.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,6,4218000,34500,MEDIO DE TRANSPORTE VIRAL MAS ISOPO GRAKIN,PIEZA,50.0,58.0,"2,900.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,7,4213000,33200,MANDIL IMPERMEABLE,PIEZA,20.0,35.0,700.00,MAGNE IQUISE DE VILLANUEVA MARTHA,35.0,700.00,20.0,35.0,700.00,Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,8,5121000,34200,GUANTES DESCARTABLES NORMALES  S CAJA X 50 PARES,CAJA,70.0,55.0,"3,850.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,9,5121000,34200,GUANTES DESCARTABLES NORMALES L CAJA X 50 PARES,CAJA,70.0,55.0,"3,850.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,10,4713000,39100,SANITIZADOR EN GEL DE 350 ML,FRASCO,40.0,6.0,240.00,,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,11,4713000,39100,DESINFECTANTE PARA PISOS DE 5 LITROS OLA AROMATIC,UNIDAD,20.0,40.0,800.00,,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,12,4713000,39100,GUANTES VERDES LARGAS,PARES,40.0,15.0,600.00,IRMA GUZMAN PEREZ,15.0,600.00,40.0,15.0,600.00,Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,13,5121000,34200,BARBIJO DESECHABLE TRIPLE CAPA,CAJA X 50,90.0,220.0,"19,800.00",IRMA GUZMAN PEREZ,117.0,"10,530.00",90.0,117.0,"10,530.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,14,4713000,39100,JABONCILLO,UNIDAD,40.0,8.0,320.00,IRMA GUZMAN PEREZ,7.0,280.00,40.0,7.0,280.00,Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,15,4713000,39100,JABON LIQUIDO DE 5 LITROS,BIDON,40.0,60.0,"2,400.00",IRMA GUZMAN PEREZ,58.0,"2,320.00",40.0,58.0,"2,320.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1053849-1-1,16,5121000,34200,BOTAS DESECHABLES UNISEX CAJA X 10 UNIDAD,CAJA,85.0,230.0,"19,550.00",MAGNE IQUISE DE VILLANUEVA MARTHA,150.0,"12,750.00",85.0,150.0,"12,750.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1310-00-1083475-1-1,1,4220000,43400,Compra de digitalizador de rayos X D.R. (flat panel),UD,1.0,"240,000.00","240,000.00",,,,1.0,"240,000.00","240,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1046344-0-E,1,5121000,34200,CILINDRO CARGADO CON OXIGENO GAS MED,TUBO,"625,00",,,3 H INDUSTRIALES S.R.L.,"80,00","50.000,00","625,00","80,00","50.000,00",Contratado,Cronograma,,,,,,,,,,,
20-0147-00-1082916-1-1,1,7210000,42230,"IMPLEMENTACION DE CENTRO COVID-19 DE LA UNIVERSIDAD AUTÓNOMA DEL BENI \""JOSE BALLIVIAN\"" EN RIBERALTA",GLOBAL,"1,00","1.424.540,93","1.424.540,93",CONDORI CUELLAR ALEJANDRO,"1.421.429,05","1.421.429,05","1,00","1.445.822,41","1.445.822,41",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088619-1-1,1,4214000,34200,AGUJAS ARTERIOVENOSAS N° 16,PAR,"500,00","12,00","6.000,00",,,,"500,00","12,00","6.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088619-1-1,2,4214000,34200,"FILTRO PARA DIALISIS - F6, F7 Y F8.",PZAS.,"100,00","210,00","21.000,00",,,,"100,00","210,00","21.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088619-1-1,3,4214000,34200,LINEA BAIN BL-005,PAR,"200,00","43,00","8.600,00",,,,"200,00","43,00","8.600,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1088619-1-1,4,4214000,34200,AGUJAS ARTERIOVENOSAS N° 15,PAR,"600,00","12,00","7.200,00",,,,"600,00","12,00","7.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-29-1083601-1-1,1,1235000,34200,FOSFATO DIAMONICO (18- 46-00),Q.Q.,"430,00","290,00","124.700,00",RIVERA HOYOS PRESENTACION,"270,00","116.100,00","430,00","270,00","116.100,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-29-1083601-1-1,2,1017000,34200,HUMUS DE LOMBRIZ,Q.Q.,"298,00","170,00","50.660,00",RIVERA HOYOS PRESENTACION,"160,00","47.680,00","298,00","160,00","47.680,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-29-1083601-1-1,3,1235000,34200,TRIPLE 20 (20-20-20),Q.Q.,"430,00","270,00","116.100,00",RIVERA HOYOS PRESENTACION,"260,00","111.800,00","430,00","260,00","111.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1087974-1-1,1,4112000,39800,CARTRIDGE CG4 (CJA.X 25 UNIDADES) PARA EQUIPO DE GASOMETRIA,CAJA,"26,00","1.900,00","49.400,00",,,,"26,00","1.900,00","49.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1228-00-1083465-1-1,1,4217000,43400,COMPRA DE EQUIPAMIENTO MEDICO PARA EL PUESTO DE SALUD ANANEA,GLB,"1,00","49.992,00","49.992,00",,,,"1,00","49.992,00","49.992,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0046-37-1079994-1-1,1,5121000,34200,"Kit de sustancias de referencia que incluye: ACETAMINOFENO  400mg, BETAMETASONA FOSFATO SODICO 500mg, EFAVIRENZ 200mg, LEVOFLOXACINA 200mg, CEFTRIAXONA 350mg, CLARITROMICINA 100mg, ENOXAPARINA SÓDICA",KIT,"1,00","48.050,00","48.050,00",,,,"1,00","48.050,00","48.050,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-28-1080705-1-1,1,1015000,31300,PLANTINES DE MANZANA,PLANTA,"8.159,00","18,00","146.862,00",ALCOSER ALVAREZ ANITA,"16,50","134.623,50","8.159,00","16,50","134.623,50",Contratado,Cronograma 1,,,,,,,,,,,
20-0142-00-1085194-1-1,1,4214000,39990,BARBIJOS QUIRURGICOS,CAJA,"1.300,00","17,90","23.270,00",,,,"1.300,00","17,90","23.270,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,1,1214000,34200,Oxigeno gas medicinal,M3,"16.500,0","18,00","270.000,00",PRAXAIR BOLIVIA S.R.L.,"11,00","165.000,00","16.500,00","11,00","181.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,2,1214000,34200,Nitrogeno gas medicinal,M3,"12,00","20,00","240,00",PRAXAIR BOLIVIA S.R.L.,"15,00","180,00","12,00","15,00","180,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,3,1214000,34200,Gas carbonico,Kg,"60,00","18,00","1.080,00",PRAXAIR BOLIVIA S.R.L.,"15,00","900,00","60,00","15,00","900,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,4,1214000,34200,Oxigeno Liquido medicinal,Kg,"56.100,0","12,00","612.000,00",PRAXAIR BOLIVIA S.R.L.,"8,00","408.000,00","56.100,00","8,00","448.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,5,1214000,34200,Oxigeno gas medicinal (cap. 2m3),M3,"998,00","18,00","16.200,00",PRAXAIR BOLIVIA S.R.L.,"18,00","16.200,00","998,00","18,00","17.964,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1077771-1-2,6,1214000,34200,Aire gas medicinal,M3,"24,00","20,00","480,00",PRAXAIR BOLIVIA S.R.L.,"15,00","360,00","24,00","15,00","360,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1513-00-1083968-1-1,1,,,,,,,,,,,,,,,,ARISPE PONCE DANNY DANIEL,"350.300,00",55/2020,"350.300,00",11/12/2020,"50.000,00",15/12/2020,No registrado,,,
20-1323-00-1087997-1-1,1,7811000,43330,ADQUISICIÓN DE UNA AMBULANCIA PARA LA ATENCIÓN DE EMERGENCIA SANITARIA COVID-19 (MUNICIPIO DE SACABAMBA),GLOBAL,"1,00","450.000,00","450.000,00",TAIYO MOTORS S.A.,"418.296,00","418.296,00","1,00","418.296,00","418.296,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1539-00-1169233-3-2,1,1019150,34200,Insecticidas - HORMIGICIDA,KG,50.00,48.0,"2,400.00",SANCHEZ OROPEZA JHONNY,46.0,"2,300.00",50.0,46.0,"2,300.00",Contratado,,,,,,,,,,,,
21-1539-00-1169233-3-2,2,1019150,34200,Insecticidas - INSECTICIDA VERTIMEC 8.4 SC (BOTE 90ML),BOTE,100.00,130.0,"13,000.00",SANCHEZ OROPEZA JHONNY,128.0,"12,800.00",100.0,128.0,"12,800.00",Contratado,,,,,,,,,,,,
21-1539-00-1169233-3-2,3,1017170,34200,Fungicidas - FUNGICIDA COBRETHANE (BOLSA DE 1KG),KG,100.00,80.0,"8,000.00",SANCHEZ OROPEZA JHONNY,78.0,"7,800.00",100.0,78.0,"7,800.00",Contratado,,,,,,,,,,,,
21-1539-00-1169233-3-2,4,1017150,34200,Abono - ABONO FOLIAR TRIPLE 20,LT,500.00,50.0,"25,000.00",SANCHEZ OROPEZA JHONNY,48.5,"24,250.00",500.0,48.5,"24,250.00",Contratado,,,,,,,,,,,,
21-1801-00-1133994-1-1,1,1214190,34200,Oxígeno o - oxigeno medicinal,m3,"2.776,00","18,00","49.968,00",,,,"2.776,00","18,00","49.968,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1115-00-1083587-1-1,1,7210000,24110,Readecuacion Y Mantenimiento Salas De Nutricion Y Fisioterapia H. S.A.S Para Area De Limpieza Para Covid-19,GLOBAL,"1,00","47.967,81","47.967,81",,,,"1,00","47.967,81","47.967,81",Contratado,Cronograma 0,,,,,,,,,,,
20-1338-00-1064387-1-1,1,4110000,34600,ADQUISICIÓN DE EQUIPAMIENTO MEDICO PARA LA PREVENCION DEL CORONAVIRUS COVID-19 GESTION 2020,GLB,1.00,"375,030.00","375,030.00",VELIZ GUZMAN ISAIAS,"372,300.00","372,300.00",1.0,"372,300.00","372,300.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1606-00-1074118-1-1,1,,,,,,,,,,,,,,,,INGENIERIA MEDICA INGEVIDA SRL,,,,,"27.600,00",09/11/2020,,,,
20-1606-00-1074118-1-1,2,,,,,,,,,,,,,,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,,,,,"250.000,00",12/11/2020,,,,
20-1606-00-1074118-1-1,3,,,,,,,,,,,,,,,,SOBRINHO  DE TARDIO CATLEN ALESSANDRA,,,,,"79.000,00",12/11/2020,,,,
20-1606-00-1074118-1-1,4,,,,,,,,,,,,,,,,ABENDROTH INTERNACIONAL DE SOLUCIONES ANALITICAS Y TECNOLOGICAS S.R.L.,,,,,"130.000,00",30/12/2020,,,,
20-1606-00-1074118-1-1,5,,,,,,,,,,,,,,,,FEDIMA S.R.L.,,,,,"150.000,00",11/11/2020,,,,
20-1606-00-1074118-1-1,6,,,,,,,,,,,,,,,,VELIZ GUZMAN ISAIAS,,,,,"520.000,00",11/11/2020,,,,
20-1606-00-1074118-1-1,7,,,,,,,,,,,,,,,,MEDIQUIP S.R.L.,,,,,"56.000,00",09/11/2020,,,,
20-0417-06-1075266-1-1,1,4112000,34200,IgM-IgG ELISA COVID-19,CAJA,"140,00","6.500,00","910.000,00",SUAREZ ARANIBAR GABRIELA,"5.200,00","728.000,00","140,00","5.200,00","728.000,00",Contratado,Cronograma 1,,,,,,,,,,,
21-1201-00-1182409-1-1,1,1214190,34200,Oxígeno o - OXIGENO (RECARGA) (segun especificaciones tecnicas. revisar oferta),m3,"3.745,00","13,34","49.958,30",,,,"3.745,00","13,34","49.958,30",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1082940-1-1,1,4111000,34200,COVID-19 X 25 DET,CAJA,250.00,"3,800.00","950,000.00",LESO ANALITICO S.R.L.,"1,625.00","406,250.00",250.0,"1,625.00","406,250.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,1,4217000,34200,BARBIJOS QUIRURGICOS DE 50 UNIDADES,CAJA,"600,00","35,00","21.000,00",,,,"600,00","24,00","14.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,2,4217000,34200,CUBRE BOTAS DESECHABLES QUIRURGICOS,PAQUET E,"35,00","95,00","3.325,00",,,,"35,00","94,00","3.290,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,3,4217000,34200,GUANTES DE LATEX,CAJA,"150,00","60,00","9.000,00",,,,"150,00","52,00","7.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,4,4713000,39100,JABON LIQUIDO DE 5 LITROS,BIDON,"100,00","95,00","9.500,00",,,,"100,00","92,00","9.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,5,4217000,34200,BARBIJOS N95,PIEZAS,"100,00","40,00","4.000,00",,,,"100,00","38,00","3.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1124-00-1081223-1-1,6,4217000,34200,GORROS QUIRURGICOS PAQUETE DE 100,PAQUET ES,"50,00","65,00","3.250,00",,,,"50,00","64,00","3.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1910-00-1078297-1-1,1,2510000,43310,motocicletas,unidad,"3,00","25.682,00","77.046,00",CENTER SPORT S.R.L.,"25.682,00","77.046,00","3,00","25.682,00","77.046,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1601-00-1051433-0-E,1,4214000,39400.0,ADQUISICION DE TUBOS DE OXIGENO MAS ACCESORIOS PARA EL CENTRO DE SALUD PALMARCITO Y EDUARDO ABAROA PARA COVID-2019,UNID.,1.0,,,RODRIGUEZ JORGE CESAR AUGUSTO,"44,400.00","44,400.00",,,,Contratado,Cronograma,,,,,,,,,,,
20-1306-00-1064138-1-1,1,5019000,31150,ARROZ,ARROBA,"5,459.00",55.0,"300,245.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1306-00-1064138-1-1,2,5019000,31150,ACEITE,BIDON,"5,459.00",50.99,"278,354.41",INDUSTRIAS DE ACEITE SA,50.99,"278,354.41","5,459.00",50.99,"278,354.41",Contratado,Cronograma 0,,,,,,,,,,,
20-1306-00-1064138-1-1,3,5019000,31150,FIDEO,PAQUET E,"5,459.00",50.0,"272,950.00",INDUSTRIA MOLINERA CONCORDIA S.R.L.,50.0,"272,950.00","5,459.00",50.0,"272,950.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1306-00-1064138-1-1,4,5019000,31150,AZUCAR,ARROBA,"5,459.00",41.25,"225,183.75",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
21-1201-00-1156379-1-1,1,1214190,34200,Oxígeno o - OXIGENO DE GAS MEDICINAL 6M3 (RECARGA-NO INCLUYE TUBO),METRO CUBICO,"3,996.00",12.5,"49,950.00",,,,"3,996.00",12.5,"49,950.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0906-03-1139915-1-1,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,GAS,500.0,100.0,"50,000.00",,,,500.0,100.0,"50,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1065130-2-1,1,8515000,31140,SERVICIO DE ALIMENTACION PARA EL HOSPITAL MUNICIPAL COTAHUMA (COVID-19) GESTION 2020 (SEGUN ESPECIFICACIONES TECNICAS),SERVICI O,"1,00","199.950,00","199.950,00",VERA CABALLERO PAVEL ALFREDO,"192.690,00","192.690,00","1,00","163.262,50","163.262,50",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-07-1078377-1-1,1,5121000,34200,PROPINOXATO 5 MG/ML,AMPOLLA,"8.750,00","4,80","42.000,00",,,,"8.750,00","4,80","42.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1431-00-1079095-1-1,1,5016000,31150,ADQUICISION DE ALIMENTOS SECOS PARA LA CANASTA ALIMENTICIA ESTUDIANTIL MUNICIPAL,GLOBAL,"1,00","285.200,00","285.200,00",,,,"1,00","219.604,00","219.604,00",Contratado,Cronograma 0,,,,,,,,,,,
